Basho,Araiso,Asahiyama[1],Azumazeki,Fujishima[1],Furiwake,Futagoyama[1],Hanakago[1],Hanakago[2],Hanakago[3],Hanaregoma[1],Hatachiyama,Isegahama[2],Izutsu[2],Izutsu[3],Kabutoyama,Kagamiyama,Kasugayama[1],Kasugayama[2],Kasugayama[3],Kiriyama[2],Kise[1],Kumagatani[1],Kumagatani[2],Magaki[2],Magaki[3],Michinoku[1],Mihogaseki[1],Mihogaseki[2],Minatogawa[1],Minatogawa[2],Minezaki,Miyagino[1],Nakagawa[3],Nakagawa[4],Nakamura[1],Nakamura[2],Nishikijima,Nishonoseki[2],Oguruma,Oitekaze[3],Onaruto[1],Onaruto[2],Onogawa[3],Oshima[1],Oshiogawa[2],Oyama,Sadogatake[1],Sanoyama[1],Sanoyama[2],Shikihide[2],Tagonoura[2],Takanohana,Takashima[1],Takashima[2],Takekuma[2],Takekuma[3],Tamanoi[1],Tanigawa[1],Tanigawa[2],Tatekawa,Tatsutagawa,Tatsutayama[2],Tomozuna,Urakaze,Wakafuji,Wakamatsu,Yamawake
1971.11,,-,,,,,,-,,,,-,,,,-,,-,,,-,,,,,,,-,,,,,,,,,,-,,,,,,,,-,,,,,,-,-,,,,,,,,-,,,,,-,
1972.01,,-,,,,,,-,,,,-,,Michinoku[2]-17-3-Maegashira #2 Tsurugamine--27-Izutsu,,-,,-,,,-,,,,,,,-,,,,,,,,,,Otake-25-0-Yokozuna Taiho-HB-106-Taiho-Nishonoseki[2]-,,,,,,,,-,,,,,,-,-,,,,,,,,-,,,,,-,
1972.03,,-,,,,,,-,,,,-,,Michinoku[2]-15-3-Maegashira #2 Tsurugamine--27-Izutsu,,-,,-,,,-,,,,,,,-,,,,,,,,,,Otake-27-0-Yokozuna Taiho--106-Taiho,,,,,,,,-,,,,,,-,-,,,,,,,,-,,,,,-,
1972.05,,-,,,,,,-,,,,-,,Michinoku[2]-14-2-Maegashira #4 Hoshikabuto-HTBO-27-Izutsu-Sekiwake Tsurugamine-Izutsu[3]-Kimigahama,,-,,-,,,-,,,,,,,-,,,,,,,,,,Otake-31-0-Yokozuna Taiho--106-Taiho,,,,,,,,-,,,,,,-,-,,,,,,,,-,,,,,-,
1972.07,,-,,,,,,-,,,,-,,-,,-,,-,,,-,,,,,,,-,,,,,,,,,,-,,,,,,,,-,,,,,,-,-,,,,,,,,-,,,,,-,
1972.09,,-,,,,,,-,,,,-,,-,,-,,-,,,-,,,,,,,-,,,,,,,,,,-,,,,,,,,-,,,,,,-,-,,,,,,,,-,,,,,-,
1972.11,,-,,,,,,-,,,,-,,-,,-,,-,,,-,,,,,,,-,,,,,,,,,,-,,,,,,,,-,,,,,,-,-,,,,,,,,-,,,,,-,
1973.01,,-,,,,,,-,,,,-,,-,,-,,-,,,-,,,,,,,-,,,,,,,,,,-,,,,,,,,-,,,,,,-,-,,,,,,,,-,,,,,-,
1973.03,,-,,,,,,-,,,,-,,-,,-,,-,,,-,,,,,,,-,,,,,,,,,,-,,,,,,,,-,,,,,,-,-,,,,,,,,-,,,,,-,
1973.05,,-,,,,,,-,,,,-,,-,,-,,-,,,-,,,,,,,-,,,,,,,,,,-,,,,,,,,-,,,,,,-,-,,,,,,,,-,,,,,-,
1973.07,,-,,,,,,-,,,,-,,-,,-,,-,,,-,,,,,,,-,,,,,,,,,,-,,,,,,,,-,,,,,,-,-,,,,,,,,-,,,,,-,
1973.09,,-,,,,,,-,,,,-,,-,,-,,-,,,-,,,,,,,-,,,,,,,,,,-,,,,,,,,-,,,,,,-,-,,,,,,,,-,,,,,-,
1973.11,,-,,,,,,-,,,,-,,-,,-,,-,,,-,,,,,,,-,,,,,,,,,,-,,,,,,,,-,,,,,,-,-,,,,,,,,-,,,,,-,
1974.01,,-,,,,,,-,,,,-,,-,,-,,-,,,-,,,,,,,-,,,,,,,,,,-,,,,,,,,-,,,,,,-,-,,,,,,,,-,,,,,-,
1974.03,,-,,,,,,-,,,,-,,-,,-,,-,,,-,,,,,,,-,,,,,,,,,,-,,,,,,,,-,,,,,,-,-,,,,,,,,-,,,,,-,
1974.05,,-,,,,,,-,,,,-,Kokonoe-25-3-Yokozuna Chiyonoyama--40-,-,,-,,-,,,-,,,,,,,-,,,,,,,,,,-,,,,,,,,-,,,,,,-,-,,,,,,,,-,,,,,-,
1974.07,,-,,,,,,-,,,,-,Kokonoe-23-3-Yokozuna Chiyonoyama--40-,-,,-,,-,,,-,,,,,,,-,,,,,,,,,,-,,,,,,,,-,,,,,,-,-,,,,,,,,-,,,,,-,
1974.09,,-,,,,,,-,,,,-,Kokonoe-10-2-Yokozuna Chiyonoyama-BO-40--Yokozuna Kitanofuji-Izutsu[2]-,-,,-,,-,,,-,,,,,,,-,,,,,,,,,,-,,,,,,,,-,,,,,,-,-,,,,,,,,-,,,,,-,
1974.11,,-,,,,,,-,,,,-,-,-,,-,,-,,,-,,,,,,,-,,,,,,,,,,-,,,,,,,,-,,,,,,-,-,,,,,,,,-,,,,,-,
1975.01,,-,,,,,,-,,,,-,-,-,,-,,-,,,-,,,,,,,-,,,,,,,,,,-,,,,,,,,-,,,,,,-,-,,,,,,,,-,,,,,-,
1975.03,,-,,,,,,-,,,,-,-,-,,-,,-,,,-,,,,,,,-,,,,,,,,,,-,,,,,,,,-,,,,,,-,-,,,,,,,,-,,,,,-,
1975.05,,-,,,,,,-,,,,-,-,-,,-,,-,,,-,,,,,,,-,,,,,,,,,,-,,,,,,,,-,,,,,,-,-,,,,,,,,-,,,,,-,
1975.07,,-,,,,,,-,,,,-,-,-,,-,,-,,,-,,,,,,,-,,,,,,,,,,-,,,,Asahiyama[1]-16-2-Sekiwake Futaseyama--4-,,,Nishonoseki[2]-36-4-Maegashira #1 Tokachiiwa--60-,-,,,,,,-,-,,,,,,,,-,,,,,-,
1975.09,,-,,,,,,-,,,,-,-,-,,-,,-,,,-,,,,,,,-,,,,,,,,,,-,,,,Asahiyama[1]-17-2-Sekiwake Futaseyama--4-,,,Nishonoseki[2]-35-4-Maegashira #1 Tokachiiwa--60-,-,,,,,,-,-,,,,,,,,-,,,,,-,
1975.11,,Onaruto[2]-2-0-Sekiwake Kotetsuyama-HB-63--Asahiyama[1]-,,,,,,-,,,,-,-,-,,-,,-,,,-,,,,,,,-,,,,,,,,,,Oshiogawa[2]-6-1-Ozeki Daikirin-HB-68--Nishonoseki[2]-,,,,Asahiyama[1]-14-2-Komusubi Wakafutase-HTBO-4--Sekiwake Kotetsuyama-Onaruto[2]-,,,Nishonoseki[2]-28-3-Maegashira #1 Tokachiiwa-BO-60--Ozeki Daikirin-Oshiogawa[2]-,-,,,,,,-,-,,,,,,,,-,,,,,-,
1976.01,,Onaruto[2]-2-0-Sekiwake Kotetsuyama--63-,,,,,,-,,,,-,-,-,,-,,-,,,-,,,,,,,-,,,,,,,,,,Oshiogawa[2]-7-1-Ozeki Daikirin--68-,,,,-,,,-,-,,,,,,-,-,,,,,,,,-,,,,,-,
1976.03,,Onaruto[2]-5-0-Sekiwake Kotetsuyama--63-,,,,,,-,,,,-,-,-,,-,,-,,,-,,,,,,,-,,,,,,,,,,Oshiogawa[2]-9-2-Ozeki Daikirin--68-,,,,-,,,-,-,,,,,,-,-,,,,,,,,-,,,,,-,
1976.05,,-,,,,,,-,,,,-,-,-,,-,,-,,,-,,,,,,,-,,,,,,,,,,,,,,-,,,-,-,,,,,,-,-,,,,,,,,-,,,,,-,
1976.07,,-,,,,,,-,,,,-,-,-,,-,,-,,,-,,,,,,,-,,,,,,,,,,,,,,-,,,-,-,,,,,,-,-,,,,,,,,-,,,,,-,
1976.09,,-,,,,,,-,,,,-,-,-,,-,,-,,,-,,,,,,,-,,,,,,,,,,,,,,-,,,-,-,,,,,,-,-,,,,,,,,-,,,,,-,
1976.11,,-,,,,,,-,,,,-,-,-,,-,,-,,,-,,,,,,,-,,,,,,,,,,,,,,-,,,-,-,,,,,,-,-,,,,,,,,-,,,,,-,
1977.01,,-,,,,,,-,,,,-,-,-,,-,,-,,,-,,,,,,,-,,,,,,,,,,,,,,-,,,-,-,,,,,,-,-,,,,,,,,-,,,,,-,
1977.03,,-,,,,,,-,,,,-,-,-,,-,,-,,,-,,,,,,,-,,,,,,,,,,,,,,-,,,-,-,,,,,,-,-,,,,,,,,-,,,,,-,
1977.05,,-,,,,,,-,,,,-,-,-,,-,,-,,,-,,,,,,,-,,,,,,,,,,,,,,-,,,-,-,,,,,,-,-,,,,,,,,-,,,,,-,
1977.07,,-,,,,,,-,,,,-,Kokonoe-18-3-Yokozuna Chiyonoyama--40-,-,,-,,-,,,-,,,,,,,-,,,,,,,,,,,,,,-,,,-,-,,,,,,-,-,,,,,,,,-,,,,,-,
1977.09,,-,,,,,,-,,,,-,Kokonoe-18-3-Yokozuna Chiyonoyama--40-,-,,-,,-,,,-,,,,,,,-,,,,,,,,,,,,,,-,,,-,-,,,,,,-,-,,,,,,,,-,,,,,-,
1977.11,,-,,,,,,-,,,,-,Kokonoe-41-3-Yokozuna Kitanofuji-HTHM-40--Izutsu[2],-,,-,,-,,,-,,,,,,,-,,,,,,,,,,,,,,-,,,-,-,,,,,,-,-,,,,,,,,-,,,,,-,
1978.01,,-,,,,,,-,,,,-,,-,,-,,-,,,-,,,,,,,-,,,,,,,,,,,,,,-,,,-,-,,,,,,-,-,,,,,,,,-,,,,,-,
1978.03,,-,,,,,,-,,,,-,,-,,-,,-,,,-,,Oshima[2]-11-1-Juryo #7 Yamatonishiki--99-Tomozuna,,,,,-,,,,,,,,,,,,,,-,,,-,-,,,,,,-,-,,,,,,,,-,,,,,-,
1978.05,,-,,,,,,-,,,,-,,-,,-,,-,,,-,,Oshima[2]-11-1-Juryo #7 Yamatonishiki--99-Tomozuna,,,,,-,,,,,,,,,,,,,,-,,,-,-,,,,,,-,-,,,,,,,,-,,,,,-,
1978.07,,-,,,,,,-,,,,-,,-,,-,,-,,,-,,Oshima[2]-10-1-Juryo #7 Yamatonishiki-BO-99-Tomozuna-Maegashira #8 Yoshinomine-Kumagatani[2]-,,,,,-,,,,,,,,,,,,,,-,,,-,-,,,,,,-,-,,,,,,,,-,,,,,-,
1978.09,,-,,,,,,-,,,,-,,-,,-,,-,,,-,,-,,,,,-,,,,,,,,,,,,,,-,,,-,-,,,,,,-,-,,,,,,,,-,,,,,-,
1978.11,,-,,,,,,-,,,,-,,-,,-,,-,,,-,,-,,,,,-,,,,,,,,,,,,,,-,,,-,-,,,,,,-,-,,,,,,,,-,,,,,-,
1979.01,,-,,,,,,-,,,,-,,-,,-,,-,,,-,,-,,,,,-,,,,,,,,,,,,,,-,,,-,-,,,,,,-,-,,,,,,,,-,,,,,-,
1979.03,,-,,,,,,-,,,,-,,-,,-,,-,,,-,,-,,,,,-,,,,,,,,,,,,,,-,,,-,-,,,,,,-,-,,,,,,,,-,,,,,-,
1979.05,,-,,,,,,-,,,,-,,-,,-,,-,,,-,,-,,,,,-,,,,,,,,,,,,,,-,,,-,-,,,,,,-,-,,,,,,,,-,,,,,-,
1979.07,,-,,,,,,-,,,,-,,-,,-,,-,,,-,,-,,,,,-,,,,,,,,,,,,,,-,,,-,-,,,,,,-,-,,,,,,,,-,,,,,-,
1979.09,,-,,,,,,-,,,,-,,-,,-,,-,,,-,,-,,,,,-,,,,,,,,,,,,,,-,,,-,-,,,,,,-,-,,,,,,,,-,,,,,-,
1979.11,,-,,,,,,-,,,,-,,-,,-,,-,,,-,,-,,,,,-,,,,,,,,,,,,,,-,,Tatsunami-29-3-Sekiwake Annenyama--94-,-,-,,,,,,-,-,,,,,,,,-,,,,,-,
1980.01,,-,,,,,,-,,,,-,,-,,-,,-,,,-,,-,,,,,-,,,,,,,,,,,,,,-,,Tatsunami-30-3-Sekiwake Annenyama--94-,-,-,,,,,,-,-,,,,,,,,-,,,,,-,
1980.03,,-,,,,,,-,,,,-,,-,,-,,-,,,-,,-,,,,,-,,,,,,,,,,,,,,-,,Tatsunami-32-3-Sekiwake Annenyama-BO-94--Ozeki Asahikuni-Oshima[1]-,-,-,,,,,,-,-,,,,,,,,-,,,,,-,
1980.05,,-,,,,,,-,,,,-,,-,,-,,-,,,-,,-,,,,,-,,,,,,,,,,,,,,-,,-,-,-,,,,,,-,-,,,,,,,,-,,,,,-,
1980.07,,-,,,,,,-,,,,-,,-,,-,,-,,,-,,-,,,,,-,,,,,,,,,,,,,,-,,-,-,-,,,,,,-,-,,,,,,,,-,,,,,-,
1980.09,,-,,,,,,-,,,,-,,-,,-,,-,,,-,,-,,,,,-,,,,,,,,,,,,,,-,,-,-,-,,,,,,-,-,,,,,,,,-,,,,,-,
1980.11,,-,,,,,,-,,Hanakago[2]-40-4-Maegashira #3 Onoumi--17-,,-,,-,,-,,-,,,-,,-,,,,,-,,,,,,,,,,,,,,-,,-,-,-,,,,,,-,-,,,,,,,,-,,,,,-,
1981.01,,-,,,,,,-,,Hanakago[2]-31-4-Maegashira #3 Onoumi--17-,,-,,-,,-,,-,,,-,,-,,,,,-,,,,,,,,,,,,,,-,,-,-,-,,,,,,-,-,,,,,,,,-,,,,,-,
1981.03,,-,,,,,,Hanaregoma[1]-13-0-Ozeki Kaiketsu-HB-18--Hanakago[2]-,,Hanakago[2]-29-3-Yokozuna Wajima-HTBO-17--Ozeki Kaiketsu-Hanaregoma[1]-,,-,,-,,-,,-,,,-,,-,,,,,-,,,,,,,,,,,,,,-,,-,-,-,,,,,,-,-,,,,,,,,-,,,,,-,
1981.05,,-,,,,,,Hanaregoma[1]-15-0-Ozeki Kaiketsu--18-,,-,,-,,-,,-,,-,,,-,,-,,,,,-,,,,,,,,,,,,,,-,,-,-,-,,,,,,-,-,,,,,,,,-,,,,,-,
1981.07,,-,,,,,,Hanaregoma[1]-15-0-Ozeki Kaiketsu--18-,,-,,-,,-,,-,,-,,,-,,-,,,,,-,,,,,,,,,,,,,,-,,-,-,-,,,,,,-,-,,,,,,,,-,,,,,-,
1981.09,,-,,,,,,-,,-,,-,,-,,-,,-,,,-,,-,,,,,-,,,,,,,,,,,,,,-,,-,-,-,,,,,,-,-,,,,,,,,-,,,,,-,
1981.11,,-,,Takanohana-50-8-Yokozuna Wakanohana I--14-Futagoyama,,,,-,,-,,-,,-,,-,,-,,,-,,-,,,,,-,,,,,,,,,,,,,,-,,-,-,-,,,,,,-,-,,,,,,,,-,,,,,-,
1982.01,,-,,Takanohana-46-7-Yokozuna Wakanohana I--14-Futagoyama,,,,-,,-,,-,,-,,-,,-,,,-,,-,,,,,-,,,,,,,,,,,,,,-,,-,-,-,,,,,,-,-,,,,,,,,-,,,,,-,
1982.03,,-,,Takanohana-36-7-Yokozuna Wakanohana I-BO-14-Futagoyama-Ozeki Takanohana-Fujishima[1]-,,,,-,,-,,-,,-,,-,,-,,,-,,-,,,,,-,,,,,,,,,,,,,,-,,-,-,-,,,,,,Fujishima[1]-15-0-Ozeki Takanohana-HB-12--Takanohana-Futagoyama,-,,,,,,,,-,,,,,-,
1982.05,,-,,-,,,,-,,-,,-,,-,,-,,-,,,-,,Takashima[1]-4-1-Ozeki Mitsuneyama--86-,,,,,-,,,,,,,,,,,,,,-,,-,-,-,,,,,,Fujishima[1]-16-0-Ozeki Takanohana--12-,-,,,,,,,,-,,,,,-,
1982.07,,-,,-,,,,-,,-,,-,,-,,-,,-,,,-,,Takashima[1]-4-1-Ozeki Mitsuneyama--86-,,,,,-,,,,,,,,,,,,,,-,,-,-,-,,,,,,Fujishima[1]-17-0-Ozeki Takanohana--12-,Kumagatani[2]-7-0-Maegashira #8 Yoshinomine--41-,,,,,,,,-,,,,,-,
1982.09,,-,,-,,,,-,,-,,-,,-,,-,,-,,,-,,Takashima[1]-3-1-Ozeki Mitsuneyama-HS-86--Kumagatani[2]-,,,,,-,,,,,,,,,,,,,,-,,-,-,-,,,,,,-,Kumagatani[2]-9-0-Maegashira #8 Yoshinomine--41-,,,,,,,,-,,,,,-,
1982.11,,-,,-,,,,-,,-,,-,,-,,-,,-,,,-,,-,,,,,-,,,,,,,,,,,,,,-,,-,-,-,,,,,,-,Kumagatani[2]-10-1-Maegashira #8 Yoshinomine-HM-41--Takashima[1],,,,,,,,-,,,,,-,
1983.01,,-,,-,,,,-,,-,,-,,-,,-,,-,,,-,,-,,,,,-,,,,,,,,,,,,,,-,,-,-,-,,,,,,-,,,,,,,,,-,,,,,-,
1983.03,,-,,-,,,,-,,-,,-,,-,,-,,-,,,-,,-,,,,,-,,,,,,,,,,,,,,-,,-,-,-,,,,,,-,,,,,,,,,-,,,,,-,
1983.05,,-,,-,,,,-,,-,,-,,-,,-,,-,,,-,,-,,,,,-,,,,,,,,,,,,,,-,,-,-,-,,,,,,-,,,,,,,,,-,,,,,-,
1983.07,,-,,-,,,,-,,-,,-,,-,,-,,-,,,-,,-,,Takanohana-31-5-Yokozuna Wakanohana I--14-Futagoyama,,,-,,,,,,,,,,,,,,-,,-,-,-,,,,,,-,,,,,,,,,-,,,,,-,
1983.09,,-,,-,,,,-,,-,,-,,-,,-,,-,,,-,,-,,Takanohana-30-5-Yokozuna Wakanohana I--14-Futagoyama,,,-,,,,,,,,,,,,,,-,,-,-,-,,,,,,-,,,,,,,,,-,,,,,-,
1983.11,,-,,-,,,,-,,-,,-,,-,,-,,-,,,-,,-,,Takanohana-29-5-Yokozuna Wakanohana I-BO-14-Futagoyama-Yokozuna Wakanohana II-Magaki[3]-,,,-,,,,,,,,,,,,,,-,,-,-,-,,,,,,Magaki[3]-1-0-Yokozuna Wakanohana II-HB-43--Takanohana-Futagoyama,,,,,,,,,-,,,,,-,
1984.01,,-,,-,,,,-,,-,,-,,-,,-,,-,,,-,,-,,-,,,-,,,,,,,,,,,,,,-,,-,-,-,,,,,,Magaki[3]-4-0-Yokozuna Wakanohana II--43-,,,,,,,,,-,,,,,-,
1984.03,,-,,-,,,,-,,-,,-,,-,,-,,-,,,-,,-,,-,,,-,,,,,,,,,,,,,,-,,-,-,-,,,,,,Magaki[3]-10-0-Yokozuna Wakanohana II--43-,,,,,,,,,-,,,,,-,
1984.05,,-,,-,,,,-,,-,,-,,-,,-,,-,,,-,,-,,-,,,-,,,,,,,,,,,,,,-,,-,-,-,,,,,,-,,,,,,,,,-,,,,,-,
1984.07,,-,,-,,,,-,,-,,-,,-,,-,,-,,,-,,-,,-,,,-,,,,,,,,,,,,,,-,,-,-,-,,,,,,-,,,,,,,,,-,,,,,-,
1984.09,,-,,-,,,,-,,-,,-,,-,,-,,-,,,-,,-,,-,,,-,,,,,,,,,,,,,,-,,-,-,-,,,,,,-,,,,,,,,,-,,,,,-,
1984.11,,-,,-,,,,-,,-,,-,,-,,-,,-,,,-,,-,,-,,,-,,,,,,,,,,,,,,-,,-,-,-,,,,,,-,,,,,,,,,-,,,,,-,
1985.01,,-,,-,,,,-,,-,,-,,-,,-,,-,,,-,,-,,-,,,-,,,,,,,,,,,,,,-,,-,-,-,,,,,,-,,,,,,,,,-,,,,,-,
1985.03,,-,,-,,,,-,,-,,-,,-,,-,,-,,,-,,-,,-,,,-,,,,,,,,,,,,,,-,,-,-,-,,,,,,-,,,,,,,,,-,,,,,-,
1985.05,,-,,-,,,,-,,Hanakago[2]-23-2-Yokozuna Wajima--17-,,-,,-,,-,,-,,,-,,-,,-,,,-,,,,,,,,,,,,,,-,,-,-,-,,,,,,-,,,,,,,,,-,,,,,-,
1985.07,,-,,-,,,,-,,Hanakago[2]-23-3-Yokozuna Wajima--17-,,-,,-,,-,,-,,,-,,-,,-,,,-,,,,,,,,,,,,,,-,,-,-,-,,,,,,-,,,,,,,,,-,,,,,-,
1985.09,,-,Takasago-39-3-Yokozuna Asashio--84-,-,,,,Hanaregoma[1]-29-1-Ozeki Kaiketsu--18-,,Hanakago[2]-21-3-Yokozuna Wajima-HS-17--Hanaregoma[1]-,,-,,-,,-,,-,,,-,,-,,-,,,-,,,,,,,,,,,,,,-,,-,-,-,,,,,,-,,,,,,,,,-,,,,,-,
1985.11,,-,Takasago-38-3-Yokozuna Asashio--84-,-,,,,Hanaregoma[1]-27-1-Ozeki Kaiketsu--18-,,-,,-,,-,,-,,-,,,-,,-,,-,,,Yamahibiki-1-0-Yokozuna Kitanoumi-HB-107-Kitanoumi-Mihogaseki[2]-,,,,,,,,Takasago-38-3-Yokozuna Asashio--84-,,,,,,-,,-,-,-,,,,,,-,,,,,,,,,-,,,,,-,
1986.01,,-,Takasago-39-3-Yokozuna Asashio-BO-84--Sekiwake Takamiyama-Azumazeki-,-,,,,Hanaregoma[1]-47-3-Ozeki Kaiketsu-HM-18--Hanakago[2],,-,,-,,-,,-,,-,,,-,,-,,-,,,Yamahibiki-12-0-Yokozuna Kitanoumi--107-Kitanoumi,,,,,,,,Takasago-39-3-Yokozuna Asashio-BO-84--Sekiwake Takamiyama-Azumazeki-,,,,,,-,,-,-,-,,,,,,-,,,,,,,,,-,,,,,-,
1986.03,,-,-,-,,,,,,-,,-,,-,,-,,-,,,-,,-,,-,,,Yamahibiki-21-0-Yokozuna Kitanoumi--107-Kitanoumi,,,,,,,,Takasago-41-4-Yokozuna Asashio-BO-84--Sekiwake Fujizakura-Nakamura[2]-,,,,,,-,,-,-,Takasago-41-4-Yokozuna Asashio-BO-84--Sekiwake Fujizakura-Nakamura[2]-,,,,,,-,,,,,,,,,-,,,,,-,
1986.05,,-,-,-,,,,,,-,,-,,-,,-,,-,,,-,,-,,-,,,-,,,,,,,,-,,,,,,-,,-,-,Takasago-42-3-Yokozuna Asashio--84-,,,,,,-,,,,,,,,,-,,,,,-,
1986.07,,-,-,-,,,,,,-,,-,,-,,-,,-,,,-,,-,,-,,,-,,,,,,,,-,,,,,,-,,-,-,Takasago-43-3-Yokozuna Asashio-HM-84--Oyama,,,,,,-,,,,,,,,,-,,,,,-,
1986.09,,-,-,-,,,,,,-,,-,,-,,-,,-,,,-,,-,,-,,,-,,,,,,,,-,,,,,,-,,-,-,,,,,,,-,,,,,,,,,-,,,,,-,
1986.11,,-,-,-,,,,,,-,,-,,-,,-,,-,,,-,,-,,-,,,-,,,,,,,,-,,,,,,-,,-,-,,,,,,,-,,,,,,,,,-,,,,,-,
1987.01,,-,-,-,,,,,,-,,-,,-,,-,,-,,,-,,-,,-,,,-,,,,,,,,-,,,Sadogatake[2]-35-2-Yokozuna Kotozakura--72-,,,-,,-,-,,,,,,,-,,,,,,,,,-,,,,,-,
1987.03,,-,-,-,,,,,,-,,-,,-,,-,,-,,,-,,-,,-,,,-,,,,,,,,-,,,Sadogatake[2]-50-3-Yokozuna Kotozakura--72-,,,-,,-,-,,,,,,,-,,,,,,,,,-,,,,,-,
1987.05,,-,-,-,,,,,,-,,-,,-,,-,,-,,,-,,-,,-,,,-,,,,,,,,-,,,Sadogatake[2]-45-3-Yokozuna Kotozakura-BO-72--Ozeki Kotokaze-Oguruma-,,,-,,-,-,,,,,,,-,,,,,,,,,-,,,,,-,
1987.07,,-,-,-,,,,,,-,,-,,-,,-,,-,,,-,,-,,-,,,-,,,,,,,,-,,,-,,,-,,-,-,,,,,,,-,,,,,,,,,-,,,,,-,
1987.09,,-,-,-,,,,,,-,,-,,-,,-,,-,,,-,,-,,-,,,-,,,,,,,,-,,,-,,,-,,-,-,,,,,,,-,,,,,,,,,-,,,,,-,
1987.11,,-,-,-,,,,,,-,,-,,-,,-,,-,,,-,,-,,-,,,-,,,,,,,,-,,,-,,,-,,-,-,,,,,,,-,,,,,,,,,-,,,,,-,
1988.01,,-,-,-,,,,,,-,,-,,-,,-,,-,,,-,,-,,-,,,-,,,,,,,,-,,,-,,,-,,-,-,,,,,,,-,,,,,,,,,-,,,,,-,
1988.03,,-,-,-,,,,,,-,,-,,-,,-,,-,,,-,,-,,-,,,-,,,,,,,,-,,,-,,,-,,-,-,,,,,,,-,,,,,,,,,-,,,,,-,
1988.05,,-,-,-,,,,,,-,,-,,-,,-,,-,,,-,,-,,-,,,-,,,,,,,,-,,,-,,,-,,-,-,,,,,,,-,,,,,,,,,-,,,,,-,
1988.07,,-,-,-,,,,,,-,,-,,-,,-,,-,,,-,,-,,-,,,-,,,,,,,,-,,,-,,,-,,-,-,,,,,,,-,,,,,,,,,-,,,,,-,
1988.09,,-,-,-,,,,,,-,,-,,-,,-,,-,,,-,,-,,-,,,-,,,Hanaregoma[1]-36-4-Ozeki Kaiketsu--18-,,,,,-,,,-,,,-,,-,-,,,,,,,-,,,,,,,,,-,,,,,-,
1988.11,,-,-,-,,,,,,-,,-,,-,,-,,-,,,-,,-,,-,,,-,,,Hanaregoma[1]-33-5-Ozeki Kaiketsu--18-,,,,,-,,,-,,,-,,-,-,,,,,,,-,,,,,,,,,-,,,,,-,
1989.01,,-,-,-,,,,,,Minezaki-3-0-Maegashira #2 Misugiiso-HB-50--Hanaregoma[1]-,,-,,-,Michinoku[2]-9-1-Maegashira #4 Hoshikabuto--46-,-,,-,,,-,,-,,-,,,-,,,Hanaregoma[1]-30-4-Ozeki Kaiketsu-BO-18--Maegashira #2 Misugiiso-Minezaki-,,,,,-,,,-,,,-,,-,-,,,,,,,-,,,,,,,,,-,,,,,-,
1989.03,,-,-,-,,,,,,Minezaki-3-0-Maegashira #2 Misugiiso--50-,,-,,-,Michinoku[2]-8-1-Maegashira #4 Hoshikabuto--46-,-,,-,,,-,,-,,-,,,-,,,-,,,,,-,,,-,,,-,,-,-,,,,,,,Tagonoura[3]-7-0-Yokozuna Takanosato-HB-56-Naruto-Takanohana-Futagoyama,,,,,,,,,-,,,,,-,
1989.05,,-,-,-,,,,,,Minezaki-3-0-Maegashira #2 Misugiiso--50-,,-,,-,Michinoku[2]-8-1-Maegashira #4 Hoshikabuto-BO-46--Maegashira #1 Daiyu-Kabutoyama[3]-,-,,-,,,-,,-,,-,,,-,,,-,,,,,-,,,-,,,-,,-,-,,,,,,,Tagonoura[3]-8-0-Yokozuna Takanosato--56-Naruto,,,,,,,,,-,,,,,-,
1989.07,,-,-,-,,,,,,-,,-,,-,-,-,,-,,,-,,-,,-,,,-,,,-,,,,,-,,,-,,,-,,-,-,,,,,,,Tagonoura[3]-8-0-Yokozuna Takanosato--56-Naruto,,,,,,,,,-,,,,,-,
1989.09,,-,-,-,,,,,,-,,-,,-,,-,,-,,,-,,-,,-,,,-,,,-,,,,,-,,,-,,,-,,-,-,,,,,,,-,,,,,,,,,-,,,,,-,
1989.11,,-,-,-,,,,,,-,,-,,-,,-,,-,,,-,,-,,-,,,-,,,-,,,,,-,,,-,,,-,,-,-,,,,,,,-,,,,,,,,,-,,,,,-,
1990.01,,-,-,-,,,,,,-,,-,,-,,-,,-,,,-,,-,,-,,,-,,,-,,,,,-,,,-,,,-,,-,-,,,,,,,-,,,,,,,,,-,,,,,-,
1990.03,,-,-,-,,,,,,-,,-,,-,,-,,-,,,-,,-,,-,,,-,,,-,,,,,-,,,-,,,-,,-,-,,,,,,,Hanaregoma[2]-5-0-Ozeki Wakashimazu-HB-45-Matsugane-Takanohana-Futagoyama,,,,,,,,,-,,,,,-,
1990.05,,-,-,-,,,,,,-,,-,,-,,-,,Isegahama[3]-7-0-Sekiwake Mutsuarashi--1-Ajigawa,,,-,,-,,-,,,-,,,-,,,,,-,,,-,,,-,,-,-,,,,,,,Hanaregoma[2]-6-0-Ozeki Wakashimazu--45-Matsugane,,,,,,,,,-,,,,,-,
1990.07,,-,-,-,,,,,,-,,-,,-,,-,,Isegahama[3]-7-0-Sekiwake Mutsuarashi--1-Ajigawa,,,-,,-,,-,,,-,,,-,,,,,-,,,-,,,-,,-,-,,,,,,,Hanaregoma[2]-6-0-Ozeki Wakashimazu--45-Matsugane,,,,,,,,,-,,,,,-,
