Basho,All,All Japanese,Aichi,Akita,Aomori,Chiba,Ehime,Fukui,Fukuoka,Fukushima,Gifu,Gunma,Hiroshima,Hokkaido,Hyogo,Ibaraki,Ishikawa,Iwate,Kagawa,Kagoshima,Kanagawa,Kochi,Kumamoto,Kyoto,Mie,Miyagi,Miyazaki,Nagano,Nagasaki,Nara,Niigata,Oita,Okayama,Okinawa,Osaka,Saga,Saitama,Shiga,Shimane,Shizuoka,Tochigi,Tokushima,Tokyo,Tottori,Toyama,Wakayama,Yamagata,Yamaguchi,Yamanashi,Awa,Chikuzen,Dewa,Echigo,Edo,Esshu,Etchu,Harima,Hizen,Hoki,Iburi,Ishikari,Izu,Kaga,Kawachi,Kyushu,Musashi,Mutsu,Nanbu,Odawara,Osaka (old),Oshu,Owari,Rikuchu,Sachalin,Sagami,Sattsu,Sendai,Sesshu,Shimousa,Shinano,Shiribe,Tosa,Ugo,All Foreigners,Argentina,Brazil,Bulgaria,Canada,China,Czech,Egypt,Estonia,Georgia,Great Britain,Hong Kong,Hungary,Indonesia,Kazakhstan,Korea,Mongolia,Paraguay,Philippines,Russia,Sri Lanka,Taiwan,Tonga,U.S.A.,Ukraine,Western Samoa
1787.11,40-40-,40-40-201,0-0-1,0-0-2,1-1-3,0-0-4,,,1-1-7,,,0-0-10,0-0-11,0-0-12,0-0-13,,,1-1-16,1-1-17,2-2-18,1-1-19,,0-0-21,1-1-22,0-0-23,5-5-24,,,0-0-27,0-0-28,3-3-29,,0-0-31,,0-0-33,1-1-34,1-1-35,1-1-36,0-0-37,1-1-38,0-0-39,1-1-40,,0-0-42,,,2-2-45,,,,,0-0-101,,0-0-97,,,,,,,,,,,0-0-98,,,1-1-102,,0-0-99,1-1-96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1788.04,40-40-,40-40-201,0-0-1,0-0-2,1-1-3,0-0-4,,,2-2-7,,,0-0-10,0-0-11,0-0-12,0-0-13,,,2-2-16,1-1-17,2-2-18,1-1-19,,0-0-21,1-1-22,0-0-23,5-5-24,,,0-0-27,0-0-28,3-3-29,,0-0-31,,0-0-33,1-1-34,1-1-35,1-1-36,0-0-37,1-1-38,0-0-39,2-2-40,,0-0-42,,,2-2-45,,,,,0-0-101,,0-0-97,,,,,,,,,,,0-0-98,,,0-0-102,,0-0-99,1-1-96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1788.11,41-41-,41-41-201,0-0-1,0-0-2,1-1-3,0-0-4,,,2-2-7,,,0-0-10,0-0-11,0-0-12,0-0-13,,,2-2-16,1-1-17,2-2-18,1-1-19,,0-0-21,1-1-22,0-0-23,4-4-24,,,0-0-27,0-0-28,3-3-29,,0-0-31,,0-0-33,1-1-34,1-1-35,1-1-36,1-1-37,1-1-38,0-0-39,2-2-40,,1-1-42,,,2-2-45,,,,,0-0-101,,0-0-97,,,,,,,,,,,1-1-98,,,0-0-102,,0-0-99,1-1-96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1789.03,40-40-,40-40-201,0-0-1,0-0-2,1-1-3,1-1-4,,,1-1-7,,,0-0-10,0-0-11,0-0-12,0-0-13,,,2-2-16,1-1-17,2-2-18,1-1-19,,0-0-21,1-1-22,1-1-23,4-4-24,,,0-0-27,0-0-28,3-3-29,,0-0-31,,0-0-33,1-1-34,1-1-35,1-1-36,1-1-37,1-1-38,0-0-39,1-1-40,,0-0-42,,,2-2-45,,,,,0-0-101,,0-0-97,,,,,,,,,,,1-1-98,,,0-0-102,,0-0-99,1-1-96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1789.11,42-42-,42-42-201,0-0-1,0-0-2,1-1-3,1-1-4,,,1-1-7,,,0-0-10,0-0-11,0-0-12,1-1-13,,,2-2-16,1-1-17,3-3-18,1-1-19,,0-0-21,1-1-22,1-1-23,3-3-24,,,0-0-27,0-0-28,3-3-29,,0-0-31,,0-0-33,1-1-34,1-1-35,1-1-36,0-0-37,1-1-38,0-0-39,1-1-40,,0-0-42,,,2-2-45,,,,,0-0-101,,0-0-97,,,,,,,,,,,1-1-98,,,0-0-102,,0-0-99,0-0-96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1790.03,39-39-,39-39-201,0-0-1,0-0-2,1-1-3,1-1-4,1-1-5,,1-1-7,,,0-0-10,0-0-11,0-0-12,1-1-13,,,2-2-16,1-1-17,3-3-18,1-1-19,,0-0-21,1-1-22,1-1-23,3-3-24,,,0-0-27,0-0-28,3-3-29,,0-0-31,,0-0-33,1-1-34,1-1-35,1-1-36,0-0-37,1-1-38,0-0-39,1-1-40,1-1-41,0-0-42,,,2-2-45,,,,,0-0-101,,0-0-97,,,,,,,,,,,0-0-98,,,0-0-102,,0-0-99,0-0-96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1790.11,40-40-,40-40-201,0-0-1,0-0-2,1-1-3,1-1-4,1-1-5,,1-1-7,,,0-0-10,0-0-11,0-0-12,1-1-13,,,2-2-16,0-0-17,2-2-18,1-1-19,,0-0-21,0-0-22,1-1-23,4-4-24,,1-1-26,0-0-27,0-0-28,3-3-29,,0-0-31,,0-0-33,1-1-34,1-1-35,1-1-36,2-2-37,1-1-38,0-0-39,0-0-40,0-0-41,0-0-42,,1-1-44,2-2-45,,,,,0-0-101,,0-0-97,,,,,,,,,,,0-0-98,,,0-0-102,,0-0-99,0-0-96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1791.06,40-40-,40-40-201,0-0-1,0-0-2,1-1-3,0-0-4,1-1-5,,1-1-7,,,0-0-10,0-0-11,0-0-12,1-1-13,,,2-2-16,1-1-17,2-2-18,1-1-19,,0-0-21,0-0-22,1-1-23,4-4-24,,1-1-26,0-0-27,0-0-28,3-3-29,,0-0-31,,0-0-33,1-1-34,1-1-35,1-1-36,1-1-37,1-1-38,0-0-39,1-1-40,0-0-41,0-0-42,,1-1-44,2-2-45,,,,,0-0-101,,0-0-97,,,,,,,,,,,0-0-98,,,0-0-102,,0-0-99,0-0-96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1791.11,42-42-,42-42-201,0-0-1,0-0-2,1-1-3,1-1-4,1-1-5,,2-2-7,,,0-0-10,0-0-11,0-0-12,0-0-13,,,2-2-16,1-1-17,2-2-18,1-1-19,,0-0-21,0-0-22,1-1-23,4-4-24,,1-1-26,0-0-27,0-0-28,3-3-29,,0-0-31,,0-0-33,0-0-34,0-0-35,1-1-36,2-2-37,1-1-38,0-0-39,2-2-40,0-0-41,0-0-42,,1-1-44,2-2-45,,,,,0-0-101,,0-0-97,,,,,,,,,,,0-0-98,,,0-0-102,,0-0-99,0-0-96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1792.03,36-36-,36-36-201,1-1-1,1-1-2,1-1-3,1-1-4,0-0-5,,0-0-7,,,0-0-10,0-0-11,0-0-12,0-0-13,,,2-2-16,1-1-17,0-0-18,0-0-19,,0-0-21,0-0-22,0-0-23,3-3-24,,0-0-26,0-0-27,0-0-28,2-2-29,,1-1-31,,0-0-33,0-0-34,1-1-35,0-0-36,0-0-37,0-0-38,0-0-39,0-0-40,1-1-41,0-0-42,,0-0-44,4-4-45,,,,,0-0-101,,0-0-97,,,,,,,,,,,0-0-98,,,0-0-102,,0-0-99,0-0-96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1792.11,37-37-,37-37-201,0-0-1,1-1-2,1-1-3,1-1-4,0-0-5,,0-0-7,,,0-0-10,0-0-11,0-0-12,0-0-13,,,1-1-16,0-0-17,1-1-18,0-0-19,,0-0-21,0-0-22,0-0-23,4-4-24,,2-2-26,0-0-27,0-0-28,2-2-29,,1-1-31,,0-0-33,1-1-34,1-1-35,0-0-36,2-2-37,1-1-38,0-0-39,0-0-40,2-2-41,0-0-42,,0-0-44,3-3-45,,,,,0-0-101,,0-0-97,,,,,,,,,,,0-0-98,,,0-0-102,,0-0-99,0-0-96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1793.03,41-41-,41-41-201,0-0-1,1-1-2,1-1-3,1-1-4,0-0-5,,0-0-7,,,0-0-10,0-0-11,0-0-12,0-0-13,,,1-1-16,0-0-17,1-1-18,0-0-19,,0-0-21,0-0-22,0-0-23,4-4-24,,2-2-26,1-1-27,0-0-28,3-3-29,,1-1-31,,0-0-33,1-1-34,1-1-35,0-0-36,2-2-37,1-1-38,0-0-39,0-0-40,2-2-41,0-0-42,,0-0-44,3-3-45,,,,,0-0-101,,0-0-97,,,,,,,,,,,0-0-98,,,0-0-102,,0-0-99,0-0-96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1793.10,41-41-,41-41-201,0-0-1,0-0-2,1-1-3,1-1-4,1-1-5,,2-2-7,,,0-0-10,0-0-11,0-0-12,1-1-13,,,1-1-16,1-1-17,1-1-18,0-0-19,,0-0-21,0-0-22,1-1-23,4-4-24,,2-2-26,1-1-27,0-0-28,3-3-29,,1-1-31,,0-0-33,1-1-34,1-1-35,1-1-36,1-1-37,1-1-38,0-0-39,1-1-40,2-2-41,0-0-42,,0-0-44,3-3-45,,,,,0-0-101,,0-0-97,,,,,,,,,,,0-0-98,,,0-0-102,,0-0-99,0-0-96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1794.03,43-43-,43-43-201,0-0-1,0-0-2,1-1-3,1-1-4,1-1-5,,1-1-7,,,0-0-10,0-0-11,0-0-12,1-1-13,,,2-2-16,1-1-17,3-3-18,0-0-19,,0-0-21,0-0-22,2-2-23,4-4-24,,2-2-26,1-1-27,0-0-28,2-2-29,,1-1-31,,0-0-33,1-1-34,1-1-35,1-1-36,2-2-37,1-1-38,0-0-39,1-1-40,1-1-41,0-0-42,,0-0-44,3-3-45,,,,,0-0-101,,0-0-97,,,,,,,,,,,0-0-98,,,0-0-102,,0-0-99,0-0-96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1794.11,48-48-,48-48-201,0-0-1,1-1-2,1-1-3,2-2-4,1-1-5,,3-3-7,,1-1-9,0-0-10,0-0-11,0-0-12,0-0-13,,,2-2-16,0-0-17,2-2-18,0-0-19,,1-1-21,0-0-22,2-2-23,4-4-24,,2-2-26,1-1-27,0-0-28,2-2-29,,1-1-31,,0-0-33,1-1-34,1-1-35,1-1-36,2-2-37,1-1-38,0-0-39,1-1-40,2-2-41,1-1-42,,0-0-44,4-4-45,,,,,0-0-101,,0-0-97,,,,,,,,,,,0-0-98,,,0-0-102,,0-0-99,0-0-96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1795.03,43-43-,43-43-201,0-0-1,2-2-2,1-1-3,2-2-4,1-1-5,,3-3-7,,0-0-9,0-0-10,0-0-11,0-0-12,1-1-13,,,2-2-16,1-1-17,1-1-18,0-0-19,,1-1-21,0-0-22,2-2-23,3-3-24,,1-1-26,1-1-27,0-0-28,2-2-29,,1-1-31,,0-0-33,1-1-34,1-1-35,1-1-36,2-2-37,1-1-38,0-0-39,1-1-40,2-2-41,1-1-42,,0-0-44,4-4-45,,,,,0-0-101,,0-0-97,,,,,,,,,,,0-0-98,,,0-0-102,,0-0-99,0-0-96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1795.11,39-39-,39-39-201,1-1-1,0-0-2,0-0-3,2-2-4,1-1-5,,2-2-7,,0-0-9,0-0-10,0-0-11,0-0-12,0-0-13,,,1-1-16,0-0-17,0-0-18,0-0-19,,0-0-21,0-0-22,0-0-23,3-3-24,,0-0-26,0-0-27,0-0-28,2-2-29,,1-1-31,,0-0-33,1-1-34,1-1-35,0-0-36,0-0-37,1-1-38,0-0-39,1-1-40,2-2-41,1-1-42,,0-0-44,5-5-45,,,,,0-0-101,,0-0-97,,,,,,,,,,,1-1-98,,,0-0-102,,0-0-99,0-0-96,,,,,,1-1-103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1796.03,43-43-,43-43-201,0-0-1,0-0-2,0-0-3,2-2-4,1-1-5,,4-4-7,,0-0-9,0-0-10,0-0-11,0-0-12,0-0-13,,,1-1-16,0-0-17,1-1-18,1-1-19,,0-0-21,0-0-22,0-0-23,3-3-24,,0-0-26,0-0-27,0-0-28,3-3-29,,1-1-31,,0-0-33,1-1-34,1-1-35,0-0-36,0-0-37,1-1-38,0-0-39,1-1-40,2-2-41,1-1-42,,0-0-44,5-5-45,,,,,0-0-101,,0-0-97,,,,,,,,,,,0-0-98,,,0-0-102,,0-0-99,0-0-96,,,,,,1-1-103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1796.10,46-46-,46-46-201,0-0-1,1-1-2,0-0-3,1-1-4,1-1-5,,3-3-7,,1-1-9,1-1-10,0-0-11,0-0-12,0-0-13,1-1-14,,1-1-16,0-0-17,1-1-18,0-0-19,,2-2-21,0-0-22,1-1-23,3-3-24,,1-1-26,1-1-27,0-0-28,3-3-29,,1-1-31,,1-1-33,1-1-34,1-1-35,1-1-36,2-2-37,0-0-38,0-0-39,0-0-40,1-1-41,0-0-42,,0-0-44,5-5-45,,,,,0-0-101,,0-0-97,,,,,,,,,,,0-0-98,,,0-0-102,,0-0-99,0-0-96,,,,,,1-1-103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1797.03,42-42-,42-42-201,0-0-1,1-1-2,0-0-3,2-2-4,1-1-5,,1-1-7,,0-0-9,1-1-10,0-0-11,0-0-12,0-0-13,0-0-14,,1-1-16,0-0-17,1-1-18,0-0-19,,1-1-21,0-0-22,0-0-23,3-3-24,,1-1-26,1-1-27,0-0-28,2-2-29,,0-0-31,,1-1-33,1-1-34,1-1-35,0-0-36,2-2-37,1-1-38,0-0-39,1-1-40,2-2-41,1-1-42,,0-0-44,5-5-45,,,,,0-0-101,,0-0-97,,,,,,,,,,,0-0-98,,,0-0-102,,0-0-99,0-0-96,,,,,,1-1-103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1797.10,38-38-,38-38-201,0-0-1,1-1-2,0-0-3,0-0-4,0-0-5,,5-5-7,,0-0-9,1-1-10,0-0-11,0-0-12,0-0-13,0-0-14,,0-0-16,0-0-17,0-0-18,1-1-19,,1-1-21,0-0-22,0-0-23,0-0-24,,1-1-26,1-1-27,0-0-28,3-3-29,,0-0-31,,1-1-33,1-1-34,1-1-35,1-1-36,2-2-37,0-0-38,0-0-39,0-0-40,0-0-41,1-1-42,1-1-43,0-0-44,1-1-45,,,,,0-0-101,,0-0-97,,,,,,,,,,,2-2-98,,,0-0-102,,0-0-99,0-0-96,,,,,,0-0-103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1798.03,43-43-,43-43-201,0-0-1,1-1-2,0-0-3,1-1-4,0-0-5,,4-4-7,,0-0-9,1-1-10,0-0-11,0-0-12,0-0-13,0-0-14,,0-0-16,0-0-17,0-0-18,1-1-19,,1-1-21,0-0-22,0-0-23,0-0-24,,1-1-26,1-1-27,0-0-28,3-3-29,,0-0-31,,1-1-33,1-1-34,1-1-35,0-0-36,2-2-37,0-0-38,0-0-39,0-0-40,0-0-41,1-1-42,1-1-43,0-0-44,5-5-45,,,,,0-0-101,,0-0-97,,,,,,,,,,,0-0-98,,,0-0-102,,0-0-99,0-0-96,,,,,,0-0-103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1798.10,44-44-,44-44-201,0-0-1,1-1-2,0-0-3,1-1-4,0-0-5,,5-5-7,,0-0-9,1-1-10,0-0-11,0-0-12,1-1-13,0-0-14,,0-0-16,0-0-17,0-0-18,1-1-19,,1-1-21,0-0-22,1-1-23,0-0-24,,1-1-26,1-1-27,0-0-28,3-3-29,,0-0-31,,1-1-33,0-0-34,1-1-35,0-0-36,2-2-37,0-0-38,0-0-39,0-0-40,0-0-41,1-1-42,1-1-43,0-0-44,4-4-45,,,,,0-0-101,,0-0-97,,,,,,,,,,,0-0-98,,,0-0-102,,0-0-99,1-1-96,,,,,,0-0-103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1799.02,45-45-,45-45-201,0-0-1,1-1-2,0-0-3,1-1-4,0-0-5,,5-5-7,,1-1-9,2-2-10,0-0-11,0-0-12,0-0-13,0-0-14,,0-0-16,0-0-17,0-0-18,1-1-19,,1-1-21,0-0-22,1-1-23,1-1-24,,1-1-26,1-1-27,0-0-28,2-2-29,,0-0-31,,1-1-33,0-0-34,1-1-35,0-0-36,2-2-37,0-0-38,0-0-39,0-0-40,1-1-41,2-2-42,0-0-43,0-0-44,4-4-45,,,,,0-0-101,,0-0-97,,,,,,,,,,,0-0-98,,,0-0-102,,0-0-99,1-1-96,,,,,,0-0-103,1-1-104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1799.11,43-43-,43-43-201,0-0-1,1-1-2,0-0-3,2-2-4,1-1-5,,4-4-7,,1-1-9,1-1-10,0-0-11,0-0-12,1-1-13,0-0-14,,0-0-16,0-0-17,0-0-18,1-1-19,,3-3-21,0-0-22,1-1-23,2-2-24,,1-1-26,1-1-27,0-0-28,1-1-29,,0-0-31,,1-1-33,0-0-34,1-1-35,0-0-36,2-2-37,1-1-38,0-0-39,1-1-40,2-2-41,3-3-42,0-0-43,0-0-44,3-3-45,,,,,0-0-101,,0-0-97,,,,,,,,,,,0-0-98,,,0-0-102,,0-0-99,,,,,,,0-0-103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800.04,37-37-,37-37-201,0-0-1,1-1-2,0-0-3,1-1-4,0-0-5,,4-4-7,,0-0-9,1-1-10,1-1-11,0-0-12,0-0-13,0-0-14,,0-0-16,0-0-17,0-0-18,1-1-19,,2-2-21,0-0-22,1-1-23,2-2-24,,0-0-26,0-0-27,0-0-28,2-2-29,,0-0-31,,1-1-33,0-0-34,1-1-35,0-0-36,0-0-37,0-0-38,0-0-39,0-0-40,2-2-41,2-2-42,0-0-43,0-0-44,3-3-45,,,,,0-0-101,,0-0-97,,,,,,,,,,,0-0-98,,,0-0-102,,0-0-99,,,,,,,1-1-103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800.10,43-43-,43-43-201,0-0-1,0-0-2,0-0-3,0-0-4,1-1-5,,6-6-7,1-1-8,0-0-9,2-2-10,0-0-11,0-0-12,0-0-13,0-0-14,,2-2-16,0-0-17,0-0-18,1-1-19,,0-0-21,2-2-22,1-1-23,2-2-24,,1-1-26,1-1-27,0-0-28,0-0-29,,0-0-31,,1-1-33,0-0-34,1-1-35,0-0-36,2-2-37,0-0-38,0-0-39,0-0-40,1-1-41,4-4-42,0-0-43,0-0-44,3-3-45,,,,,0-0-101,,0-0-97,,,,,,,,,,,0-0-98,,,0-0-102,,0-0-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1801.03,40-40-,40-40-201,0-0-1,0-0-2,0-0-3,1-1-4,0-0-5,,5-5-7,0-0-8,0-0-9,1-1-10,1-1-11,0-0-12,0-0-13,0-0-14,,1-1-16,0-0-17,0-0-18,1-1-19,,0-0-21,1-1-22,0-0-23,2-2-24,,1-1-26,1-1-27,0-0-28,0-0-29,,0-0-31,,1-1-33,0-0-34,0-0-35,0-0-36,2-2-37,0-0-38,0-0-39,0-0-40,2-2-41,4-4-42,0-0-43,0-0-44,3-3-45,,,,,0-0-101,,0-0-97,,,,,,,,,,,0-0-98,,,0-0-102,,0-0-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1801.11,41-41-,41-41-201,0-0-1,1-1-2,0-0-3,0-0-4,1-1-5,,5-5-7,1-1-8,1-1-9,0-0-10,0-0-11,0-0-12,0-0-13,0-0-14,,1-1-16,0-0-17,0-0-18,1-1-19,,0-0-21,1-1-22,1-1-23,3-3-24,,0-0-26,0-0-27,0-0-28,0-0-29,,0-0-31,,1-1-33,0-0-34,1-1-35,0-0-36,0-0-37,0-0-38,0-0-39,0-0-40,1-1-41,4-4-42,0-0-43,0-0-44,3-3-45,,,,,1-1-101,,0-0-97,,,,,,,,,,,0-0-98,,,0-0-102,,0-0-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1802.02,39-39-,39-39-201,0-0-1,1-1-2,0-0-3,1-1-4,0-0-5,,5-5-7,1-1-8,0-0-9,0-0-10,1-1-11,0-0-12,0-0-13,0-0-14,,1-1-16,0-0-17,0-0-18,1-1-19,,0-0-21,0-0-22,0-0-23,3-3-24,,0-0-26,0-0-27,0-0-28,0-0-29,,0-0-31,,1-1-33,0-0-34,1-1-35,0-0-36,0-0-37,0-0-38,0-0-39,0-0-40,2-2-41,5-5-42,0-0-43,0-0-44,3-3-45,,,,,,,0-0-97,,,,,,,,,,,0-0-98,,,0-0-102,,0-0-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1802.11,46-46-,46-46-201,0-0-1,0-0-2,0-0-3,1-1-4,1-1-5,,5-5-7,1-1-8,1-1-9,1-1-10,1-1-11,0-0-12,0-0-13,0-0-14,,1-1-16,0-0-17,0-0-18,1-1-19,,0-0-21,0-0-22,1-1-23,2-2-24,,1-1-26,1-1-27,0-0-28,1-1-29,,0-0-31,,1-1-33,0-0-34,0-0-35,0-0-36,2-2-37,0-0-38,0-0-39,0-0-40,2-2-41,6-6-42,0-0-43,0-0-44,2-2-45,,,,,,,1-1-97,,,,,,,,,,,0-0-98,,,0-0-102,,0-0-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1803.05,39-39-,39-39-201,1-1-1,0-0-2,0-0-3,1-1-4,0-0-5,,5-5-7,1-1-8,1-1-9,1-1-10,1-1-11,0-0-12,0-0-13,0-0-14,,2-2-16,0-0-17,0-0-18,1-1-19,,0-0-21,0-0-22,0-0-23,1-1-24,,1-1-26,1-1-27,0-0-28,2-2-29,,0-0-31,,1-1-33,0-0-34,0-0-35,0-0-36,2-2-37,0-0-38,0-0-39,0-0-40,1-1-41,2-2-42,0-0-43,0-0-44,2-2-45,,,,,,,0-0-97,,,,,,,,,,,0-0-98,,,0-0-102,,0-0-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1803.10,41-41-,41-41-201,0-0-1,0-0-2,0-0-3,1-1-4,0-0-5,,3-3-7,1-1-8,1-1-9,1-1-10,1-1-11,0-0-12,0-0-13,0-0-14,,2-2-16,1-1-17,0-0-18,1-1-19,,0-0-21,1-1-22,0-0-23,2-2-24,,1-1-26,1-1-27,0-0-28,1-1-29,,0-0-31,,1-1-33,0-0-34,1-1-35,0-0-36,2-2-37,0-0-38,0-0-39,0-0-40,2-2-41,6-6-42,0-0-43,0-0-44,2-2-45,,,,,,,0-0-97,,,,,,,,,,,0-0-98,,,1-1-102,,0-0-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1804.03,36-36-,36-36-201,1-1-1,0-0-2,0-0-3,0-0-4,0-0-5,,4-4-7,1-1-8,0-0-9,0-0-10,0-0-11,0-0-12,0-0-13,0-0-14,,2-2-16,0-0-17,0-0-18,1-1-19,,0-0-21,0-0-22,0-0-23,1-1-24,,0-0-26,0-0-27,0-0-28,1-1-29,,0-0-31,,1-1-33,0-0-34,0-0-35,0-0-36,0-0-37,0-0-38,0-0-39,0-0-40,0-0-41,5-5-42,0-0-43,0-0-44,2-2-45,,,,,,,0-0-97,,,,,,,,,,,1-1-98,,,1-1-102,,0-0-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1804.10,42-42-,42-42-201,0-0-1,1-1-2,0-0-3,1-1-4,0-0-5,,0-0-7,1-1-8,2-2-9,1-1-10,1-1-11,0-0-12,0-0-13,0-0-14,,2-2-16,0-0-17,0-0-18,1-1-19,,0-0-21,0-0-22,0-0-23,2-2-24,,1-1-26,1-1-27,0-0-28,0-0-29,,0-0-31,,1-1-33,0-0-34,1-1-35,0-0-36,2-2-37,0-0-38,0-0-39,0-0-40,2-2-41,6-6-42,0-0-43,0-0-44,3-3-45,,,,,,,0-0-97,,,,,,,,,,,0-0-98,,,1-1-102,,0-0-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1805.02,38-38-,38-38-201,0-0-1,1-1-2,0-0-3,0-0-4,0-0-5,,2-2-7,1-1-8,0-0-9,1-1-10,0-0-11,0-0-12,0-0-13,0-0-14,,2-2-16,0-0-17,0-0-18,1-1-19,,0-0-21,0-0-22,0-0-23,1-1-24,,1-1-26,1-1-27,0-0-28,1-1-29,,0-0-31,,1-1-33,0-0-34,1-1-35,0-0-36,1-1-37,0-0-38,0-0-39,0-0-40,0-0-41,5-5-42,0-0-43,0-0-44,3-3-45,,,,,,,0-0-97,,,,,,,,,,,0-0-98,,,0-0-102,,0-0-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1805.10,40-40-,40-40-201,0-0-1,1-1-2,0-0-3,0-0-4,0-0-5,,4-4-7,1-1-8,0-0-9,1-1-10,0-0-11,0-0-12,1-1-13,0-0-14,,2-2-16,0-0-17,0-0-18,1-1-19,,0-0-21,0-0-22,0-0-23,0-0-24,,1-1-26,1-1-27,0-0-28,1-1-29,,0-0-31,,1-1-33,0-0-34,1-1-35,0-0-36,1-1-37,0-0-38,0-0-39,0-0-40,0-0-41,6-6-42,0-0-43,0-0-44,3-3-45,,,,,,,0-0-97,,,,,,,,,,,0-0-98,,,0-0-102,,0-0-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1806.02,40-40-,40-40-201,0-0-1,1-1-2,0-0-3,0-0-4,0-0-5,,4-4-7,1-1-8,0-0-9,1-1-10,0-0-11,0-0-12,0-0-13,0-0-14,,2-2-16,0-0-17,0-0-18,1-1-19,,0-0-21,0-0-22,0-0-23,0-0-24,,1-1-26,1-1-27,0-0-28,1-1-29,,0-0-31,,1-1-33,0-0-34,1-1-35,0-0-36,1-1-37,0-0-38,0-0-39,0-0-40,0-0-41,4-4-42,0-0-43,0-0-44,3-3-45,,,,,,,0-0-97,,,,,,,,,,,2-2-98,,,0-0-102,,0-0-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1806.10,42-42-,42-42-201,0-0-1,1-1-2,0-0-3,0-0-4,0-0-5,,4-4-7,1-1-8,0-0-9,1-1-10,0-0-11,0-0-12,1-1-13,0-0-14,,3-3-16,0-0-17,0-0-18,1-1-19,,0-0-21,0-0-22,0-0-23,0-0-24,,1-1-26,1-1-27,0-0-28,1-1-29,,0-0-31,,1-1-33,0-0-34,1-1-35,0-0-36,1-1-37,0-0-38,0-0-39,0-0-40,0-0-41,6-6-42,0-0-43,0-0-44,3-3-45,,,,,,,0-0-97,,,,,,,,,,,1-1-98,,,0-0-102,,0-0-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1807.02,41-41-,41-41-201,0-0-1,1-1-2,0-0-3,0-0-4,0-0-5,,4-4-7,1-1-8,0-0-9,1-1-10,0-0-11,0-0-12,0-0-13,0-0-14,,3-3-16,0-0-17,0-0-18,1-1-19,,0-0-21,0-0-22,0-0-23,0-0-24,,1-1-26,1-1-27,0-0-28,1-1-29,,0-0-31,,1-1-33,0-0-34,1-1-35,0-0-36,1-1-37,0-0-38,0-0-39,0-0-40,0-0-41,5-5-42,1-1-43,0-0-44,3-3-45,,,,,,,0-0-97,,,,,,,,,,,1-1-98,,,0-0-102,,0-0-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
