Basho,Oguruma,Kagamiyama,Azumazeki,Minezaki,Nakagawa,Izutsu,Takanohana,Kasugayama,Asahiyama,Mihogaseki,Magaki,Hanaregoma,Nishonoseki,Nakamura,Hanakago,Oshima,Tagonoura,Takashima,Kiriyama,Araiso,Isegahama,Hatachiyama,Oshiogawa,Takekuma,Kabutoyama,Wakamatsu,Tatsutagawa,Kise,Kumagatani,Onaruto,Kasugayama,Oyama,Hanakago,Takashima,Magaki,Nakagawa,Tanigawa,Minatogawa,Onogawa,Oitekaze
1956.01,,,,,,,,,10-3-S Futasegawa--4-,5-1-O Masuiyama I--47-,,,32-8-O Saganohana--60-,,,,,,,,27-7-Y Terukuni--2-Araiso,,,,,6-2-M3 Shachinosato--57-Nishiiwa,,,,,3-1-O Nayoroiwa--32-,5-1-O Matsunobori--71-,21-4-M3 Onoumi--17-,,,,,,3-3-M2 Kinkazan--65-,8-2-O Shimizugawa--62-
1956.03,,,,,,,,,10-3-S Futasegawa--4-,5-1-O Masuiyama I--47-,,,34-8-O Saganohana--60-,,,,,,,,26-7-Y Terukuni--2-Araiso,,,,,6-2-M3 Shachinosato--57-Nishiiwa,,,,,3-1-O Nayoroiwa--32-,5-1-O Matsunobori--71-,21-4-M3 Onoumi--17-,,,,,,3-3-M2 Kinkazan--65-,8-2-O Shimizugawa--62-
1956.05,,,,,,,,,8-3-S Futasegawa--4-,5-1-O Masuiyama I--47-,,,38-8-O Saganohana--60-,,,,,,,,28-8-Y Terukuni--2-Araiso,,,,,8-3-M3 Shachinosato--102-,,,,,3-1-O Nayoroiwa--32-,4-1-O Matsunobori--71-,22-4-M3 Onoumi--17-,,,,,,4-3-M2 Kinkazan--65-,8-2-O Shimizugawa--62-
1956.09,,,,,,,,,9-3-S Futasegawa--4-,6-1-O Masuiyama I--47-,,,40-7-O Saganohana--60-,,,,,,,,29-8-Y Terukuni--2-Araiso,,,,,8-3-M3 Shachinosato--102-,,,,,3-1-O Nayoroiwa--32-,5-1-O Matsunobori--71-,28-4-M3 Onoumi--17-,,,,,,4-3-M2 Kinkazan--65-,8-2-O Shimizugawa--62-
1957.01,,,,,,,,,9-3-S Futasegawa--4-,6-1-O Masuiyama I--47-,,,41-7-O Saganohana--60-,,,,,,,,27-7-Y Terukuni--2-Araiso,,,,,7-3-M3 Shachinosato--102-,,,,,3-1-O Nayoroiwa--32-,5-1-O Matsunobori--71-,29-4-M3 Onoumi--17-,,,,,,4-3-M2 Kinkazan--65-,8-2-O Shimizugawa--62-
1957.03,,,,,,,,,10-3-S Futasegawa--4-,6-1-O Masuiyama I--47-,,,45-9-O Saganohana--60-,,,,,,,,29-8-Y Terukuni--2-Araiso,,,,,7-2-M3 Shachinosato--102-,,,,,3-0-O Nayoroiwa--32-,5-1-O Matsunobori--71-,29-4-M3 Onoumi--17-,,,,,,5-3-M2 Kinkazan--65-,8-2-O Shimizugawa--62-
1957.05,,,,,,,,,11-3-S Futasegawa--4-,8-1-O Masuiyama I--47-,,,44-9-O Saganohana--60-,,,,,,,,30-9-Y Terukuni--2-Araiso,,,,,7-2-M3 Shachinosato--102-,,,,,3-0-O Nayoroiwa--32-,5-1-O Matsunobori--71-,29-4-M3 Onoumi--17-,,,,,,5-3-M2 Kinkazan--65-,8-2-O Shimizugawa--62-
1957.09,,,,,,,,,10-3-S Futasegawa--4-,8-1-O Masuiyama I--47-,,,43-9-O Saganohana--60-,,,,,,,,30-9-Y Terukuni--2-Araiso,,,,,5-2-M3 Shachinosato--102-,,,,,3-0-O Nayoroiwa--32-,5-1-O Matsunobori--71-,29-4-M3 Onoumi--17-,,,,,,5-3-M2 Kinkazan--65-,7-2-O Shimizugawa--62-
1957.11,,,,,,,,,10-3-S Futasegawa--4-,8-1-O Masuiyama I--47-,,,42-9-O Saganohana--60-,,,,,,,,30-9-Y Terukuni--2-Araiso,,,,,4-2-M3 Shachinosato--102-,,,,,3-0-O Nayoroiwa--32-,5-1-O Matsunobori--71-,30-5-M3 Onoumi--17-,,,,,,5-3-M2 Kinkazan--65-,6-1-O Shimizugawa--62-
1958.01,,,,,,,,,10-3-S Futasegawa--4-,8-1-O Masuiyama I--47-,,,42-9-O Saganohana--60-,,,,,,,,31-8-Y Terukuni--2-Araiso,,,,,4-2-M3 Shachinosato--102-,,,,,3-0-O Nayoroiwa--32-,5-1-O Matsunobori--71-,29-5-M3 Onoumi--17-,,,,,,5-3-M2 Kinkazan--65-,6-1-O Shimizugawa--62-
1958.03,,,,,,,,,10-3-S Futasegawa--4-,8-1-O Masuiyama I--47-,,,45-9-O Saganohana--60-,,,,,,,,32-8-Y Terukuni--2-Araiso,,,,,5-2-M3 Shachinosato--102-,,,,,3-0-O Nayoroiwa--32-,6-1-O Matsunobori--71-,33-6-M3 Onoumi--17-,,,,,,6-3-M2 Kinkazan--65-,6-1-O Shimizugawa--62-
1958.05,,,,,,,,,10-3-S Futasegawa--4-,8-1-O Masuiyama I--47-,,,48-10-O Saganohana--60-,,,,,,,,33-8-Y Terukuni--2-Araiso,,,,,6-2-M3 Shachinosato--102-,,,,,4-0-O Nayoroiwa--32-,6-1-O Matsunobori--71-,34-6-M3 Onoumi--17-,,,,,1-0-M1 Tokachiiwa--49-,7-3-M2 Kinkazan--65-,7-1-O Shimizugawa--62-
1958.07,,,,,,,,,10-2-S Futasegawa--4-,7-1-O Masuiyama I--47-,,,49-10-O Saganohana--60-,,,,,,,,32-8-Y Terukuni--2-Araiso,,,,,6-2-M3 Shachinosato--102-,,,,,4-0-O Nayoroiwa--32-,6-1-O Matsunobori--71-,36-6-M3 Onoumi--17-,,,,,1-0-M1 Tokachiiwa--49-,8-3-M2 Kinkazan--65-,8-1-O Shimizugawa--62-
1958.09,,,,,,,,,10-2-S Futasegawa--4-,7-1-O Masuiyama I--47-,,,48-10-O Saganohana--60-,,,,,,,,33-8-Y Terukuni--2-Araiso,,,,,6-2-M3 Shachinosato--102-,,,,,4-0-O Nayoroiwa--32-,6-1-O Matsunobori--71-,36-6-M3 Onoumi--17-,,,,,1-0-M1 Tokachiiwa--49-,8-3-M2 Kinkazan--65-,8-1-O Shimizugawa--62-
1958.11,,,,,,,,,10-2-S Futasegawa--4-,7-0-O Masuiyama I--47-,,,47-9-O Saganohana--60-,,,,,,,,36-9-Y Terukuni--2-Araiso,,,,,6-2-M3 Shachinosato--102-,,,,,4-0-O Nayoroiwa--32-,7-1-O Matsunobori--71-,36-7-M3 Onoumi--17-,,,,,1-0-M1 Tokachiiwa--49-,8-3-M2 Kinkazan--65-,7-0-O Shimizugawa--62-
1959.01,,,,,,,,,11-2-S Futasegawa--4-,8-0-O Masuiyama I--47-,,,49-9-O Saganohana--60-,,,,,,,,37-8-Y Terukuni--2-Araiso,,,,,7-2-M3 Shachinosato--102-,,,,,4-0-O Nayoroiwa--32-,7-1-O Matsunobori--71-,38-7-M3 Onoumi--17-,,,,,2-0-M1 Tokachiiwa--49-,8-3-M2 Kinkazan--65-,7-1-O Shimizugawa--62-
1959.03,,,,,,,,,11-2-S Futasegawa--4-,10-0-O Masuiyama I--47-,,,54-9-O Saganohana--60-,,,,,,,,37-6-Y Terukuni--2-Araiso,,,,,8-2-M3 Shachinosato--102-,,1-0-M1 Katsuragawa-HB-37-,,,4-0-O Nayoroiwa--32-,7-1-O Matsunobori--71-,41-7-M3 Onoumi--17-,,2-0-K Shimizugawa-HB-43-,,,2-0-M1 Tokachiiwa--49-,8-3-M2 Kinkazan--65-,7-1-O Shimizugawa--62-
1959.05,,,,,,,,,11-2-S Futasegawa--4-,10-0-O Masuiyama I--47-,,,57-10-O Saganohana--60-,,,,,,,,39-5-Y Terukuni--2-Araiso,,,,,9-2-M3 Shachinosato--102-,,1-0-M1 Katsuragawa--37-,,,4-0-O Nayoroiwa--32-,7-1-O Matsunobori--71-,45-7-M3 Onoumi--17-,,3-0-K Shimizugawa--43-,,,2-0-M1 Tokachiiwa--49-,8-3-M2 Kinkazan--65-,7-1-O Shimizugawa--62-
1959.07,,,,,,,,,11-2-S Futasegawa--4-,10-0-O Masuiyama I--47-,,,60-9-O Saganohana--60-,,,,,,,,37-4-Y Terukuni--2-Araiso,,,,,9-2-M3 Shachinosato--102-,,1-0-M1 Katsuragawa--37-,,,4-0-O Nayoroiwa--32-,8-1-O Matsunobori--71-,48-8-M3 Onoumi--17-,,3-0-K Shimizugawa--43-,,,3-0-M1 Tokachiiwa--49-,8-4-M2 Kinkazan--65-,7-1-O Shimizugawa--62-
1959.09,,,,,,,,,11-2-S Kozuzan-HT-4-,10-0-O Masuiyama I--47-,,,59-9-O Saganohana--60-,,,,,,,,37-4-Y Terukuni--2-Araiso,,,,,9-2-M3 Shachinosato--102-,,1-0-M1 Katsuragawa--37-,,,4-0-O Nayoroiwa--32-,8-1-O Matsunobori--71-,49-8-M3 Onoumi--17-,,3-0-K Shimizugawa--43-,,,3-0-M1 Tokachiiwa--49-,8-3-M2 Kinkazan--65-,8-1-O Shimizugawa--62-
1959.11,,,,,,,,,11-2-S Kozuzan--4-,10-0-O Masuiyama I--47-,,,58-9-O Saganohana--60-,,,,,,,,37-5-Y Terukuni--2-Araiso,,,,,8-2-M3 Shachinosato--102-,,1-0-M1 Katsuragawa--37-,,,4-0-O Nayoroiwa--32-,7-1-O Matsunobori--71-,50-7-M3 Onoumi--17-,,3-0-K Shimizugawa--43-,,,3-0-M1 Tokachiiwa--49-,9-3-M2 Kinkazan--65-,8-1-O Shimizugawa--62-
1960.01,,,,,,,,,12-2-S Kozuzan--4-,10-0-O Masuiyama I--47-,,,59-9-O Saganohana--60-,,,,,,,,37-5-Y Terukuni--2-Araiso,,,,,8-2-M3 Shachinosato--102-,,2-0-M1 Katsuragawa--37-,,,4-0-O Nayoroiwa--32-,7-1-O Matsunobori--71-,49-8-M3 Onoumi--17-,,3-0-K Shimizugawa--43-,,,3-0-M1 Tokachiiwa--49-,9-3-M2 Kinkazan--65-,8-1-O Shimizugawa--62-
1960.03,,,,,,,,,12-2-S Kozuzan--4-,9-0-O Masuiyama I--47-,,,59-9-O Saganohana--60-,,,,,,,,37-4-Y Terukuni--2-Araiso,,,,,9-2-M3 Shachinosato--102-,,2-0-M1 Katsuragawa--37-,,,3-0-O Nayoroiwa--32-,7-1-O Matsunobori--71-,49-7-M3 Onoumi--17-,,3-0-K Shimizugawa--43-,1-0-M2 Kiyoenami-HB-54-,,3-0-M1 Tokachiiwa--49-,11-3-M2 Kinkazan--65-,8-1-O Shimizugawa--62-
1960.05,,,,,,,,,13-2-S Kozuzan--4-,10-0-O Masuiyama I--47-,,,60-9-O Saganohana--60-,,,,,,,,37-4-Y Terukuni--2-Araiso,,,,,10-2-M3 Shachinosato--102-,,2-0-M1 Katsuragawa--37-,,,3-0-O Nayoroiwa--32-,9-1-O Matsunobori--71-,50-6-M3 Onoumi--17-,2-0-O Mitsuneyama-HB-41-Kumagatani,4-0-K Shimizugawa--43-,1-0-M2 Kiyoenami--54-,,3-0-M1 Tokachiiwa--49-,11-3-M2 Kinkazan--65-,8-1-O Shimizugawa--62-
1960.07,,,,,,,,,12-2-S Kozuzan--4-,11-0-O Masuiyama I--47-,,,61-8-O Saganohana--60-,,,,,,,,36-4-Y Terukuni--2-Araiso,,,,,10-2-M3 Shachinosato--102-,,2-0-M1 Katsuragawa--37-,,,3-0-O Nayoroiwa--32-,9-1-O Matsunobori--71-,54-8-M3 Onoumi--17-,3-0-O Mitsuneyama--41-Kumagatani,4-0-K Shimizugawa--43-,1-0-M2 Kiyoenami--54-,,3-0-M1 Tokachiiwa--49-,11-3-M2 Kinkazan--65-,8-1-O Shimizugawa--62-
1960.09,,,,,,,,,12-2-S Kozuzan--4-,10-0-O Masuiyama I--47-,,,62-7-O Saganohana--60-,,,,,,,,38-4-Y Terukuni--2-Araiso,,,,,10-2-M3 Shachinosato--102-,,2-0-M1 Katsuragawa--37-,,,4-0-O Nayoroiwa--32-,9-1-O Matsunobori--71-,55-9-M3 Onoumi--17-,3-0-O Mitsuneyama--41-Kumagatani,5-0-K Shimizugawa--43-,1-0-M2 Kiyoenami--54-,,3-0-M1 Tokachiiwa--49-,11-3-M2 Kinkazan--65-,8-1-O Shimizugawa--62-
1960.11,,,,,,,,,12-2-S Kozuzan--4-,10-0-O Masuiyama I--47-,,,61-7-O Saganohana--60-,,,,,,,,38-4-Y Terukuni--2-Araiso,,,,,10-2-M3 Shachinosato--102-,,2-0-M1 Katsuragawa--37-,,,5-0-O Nayoroiwa--32-,9-1-O Matsunobori--71-,59-8-M3 Onoumi--17-,3-0-O Mitsuneyama--41-Kumagatani,5-0-K Shimizugawa--43-,1-0-M2 Kiyoenami--54-,,3-0-M1 Tokachiiwa--49-,10-2-M2 Kinkazan--65-,8-1-O Shimizugawa--62-
1961.01,,,,,,,,,12-1-S Kozuzan--4-,12-0-O Masuiyama I--47-,,,63-7-O Saganohana--60-,,,,,,,,41-4-Y Terukuni--24-,,,,,10-2-M3 Shachinosato--102-,,2-0-M1 Katsuragawa--37-,,,5-0-O Nayoroiwa--32-,9-1-O Matsunobori--71-,60-9-M3 Onoumi--17-,3-0-O Mitsuneyama--41-Kumagatani,5-0-K Shimizugawa--43-,1-0-M2 Kiyoenami--54-,,4-0-M1 Tokachiiwa--49-,10-2-M2 Kinkazan--65-,8-1-O Shimizugawa--62-
1961.03,,,,,,,,,13-1-S Kozuzan--4-,12-0-O Masuiyama I--47-,,,65-6-O Saganohana--60-,,,,,,,,43-5-Y Terukuni--24-,,,,,10-2-M3 Shachinosato--102-,,3-0-M1 Katsuragawa--37-,,,5-0-O Nayoroiwa--32-,9-1-O Matsunobori--71-,65-9-M3 Onoumi--17-,4-0-O Mitsuneyama--41-Kumagatani,5-0-K Shimizugawa--43-,2-0-M2 Kiyoenami--54-,,4-0-M1 Tokachiiwa--49-,10-2-M2 Kinkazan--65-,8-1-O Shimizugawa--62-
1961.05,,,,,,,,,12-1-S Kozuzan--4-,12-0-O Masuiyama I--47-,,,66-6-O Saganohana--60-,,,,,,,,45-5-Y Terukuni--24-,,,,,10-2-M3 Shachinosato--102-,,4-0-M1 Katsuragawa--37-,,,6-0-O Nayoroiwa--32-,8-1-O Matsunobori--71-,66-8-M3 Onoumi--17-,5-1-O Mitsuneyama--86-,6-0-K Shimizugawa--43-,2-0-M2 Kiyoenami--54-,,5-0-M1 Tokachiiwa--49-,10-2-M2 Kinkazan--65-,9-1-O Shimizugawa--62-
1961.07,,,,,,,,,13-1-S Kozuzan--4-,12-0-O Masuiyama I--47-,,,68-7-O Saganohana--60-,,,,,,,,45-5-Y Terukuni--24-,,,,,10-2-M3 Shachinosato--102-,,4-0-M1 Katsuragawa--37-,,,6-0-O Nayoroiwa--32-,8-1-O Matsunobori--71-,69-8-M3 Onoumi--17-,6-1-O Mitsuneyama--86-,7-0-K Shimizugawa--43-,2-0-M2 Kiyoenami--54-,,6-0-M1 Tokachiiwa--49-,10-2-M2 Kinkazan--65-,10-1-O Shimizugawa--62-
1961.09,,,,,,,,,13-1-S Kozuzan--4-,12-0-O Masuiyama I--47-,,,70-7-O Saganohana--60-,,,,,,,,49-6-Y Terukuni--24-,,,,,10-2-M3 Shachinosato--102-,,4-0-M1 Katsuragawa--37-,,,6-0-O Nayoroiwa--32-,8-1-O Matsunobori--71-,71-8-M3 Onoumi--17-,7-1-O Mitsuneyama--86-,7-0-K Shimizugawa--43-,2-0-M2 Kiyoenami--54-,,6-0-M1 Tokachiiwa--49-,10-2-M2 Kinkazan--65-,10-1-O Shimizugawa--62-
1961.11,,,,,,,,,13-1-S Kozuzan--4-,13-0-O Masuiyama I--47-,,,72-6-O Saganohana--60-,,,,,,,,51-6-Y Terukuni--24-,,,,,10-2-M3 Shachinosato--102-,,6-0-M1 Katsuragawa--37-,,,6-0-O Nayoroiwa--32-,8-1-O Matsunobori--71-,72-8-M3 Onoumi--17-,8-1-O Mitsuneyama--86-,8-0-K Shimizugawa--43-,2-0-M2 Kiyoenami--54-,,6-0-M1 Tokachiiwa--49-,10-2-M2 Kinkazan--65-,10-1-O Shimizugawa--62-
1962.01,,,,,,,,,14-1-S Kozuzan--4-,13-0-O Masuiyama I--47-,,,71-6-O Saganohana--60-,,,,,,,,51-6-Y Terukuni--24-,,,,,10-2-M3 Shachinosato--102-,,6-0-M1 Katsuragawa--37-,,,7-0-O Nayoroiwa--32-,7-0-O Matsunobori--71-,70-8-M3 Onoumi--17-,8-1-O Mitsuneyama--86-,9-0-K Shimizugawa--43-,2-0-M2 Kiyoenami--54-,,6-0-M1 Tokachiiwa--49-,11-2-M2 Kinkazan--65-,10-1-O Shimizugawa--62-
1962.03,,,,,,,,,14-1-S Kozuzan--4-,12-0-O Masuiyama I--47-,,,65-7-O Saganohana--60-,,,,,,,,49-6-Y Terukuni--24-,,,,,10-2-M3 Shachinosato--102-,,5-0-M1 Katsuragawa--37-,,,7-0-O Nayoroiwa--32-,7-0-O Matsunobori--71-,67-7-M3 Onoumi--17-,8-1-O Mitsuneyama--86-,8-0-K Shimizugawa--43-,2-0-M2 Kiyoenami--54-,,6-0-M1 Tokachiiwa--49-,11-2-M2 Kinkazan--65-,9-1-O Shimizugawa--62-
1962.05,,,,,,,,,14-0-S Kozuzan--4-,12-0-O Masuiyama I--47-,,,56-6-O Saganohana--60-,,,,,,,,50-6-Y Terukuni--24-,,,,,10-2-M3 Shachinosato--102-,,5-0-M1 Katsuragawa--37-,,,6-0-O Nayoroiwa--32-,6-0-O Matsunobori--71-,58-6-M3 Onoumi--17-,9-1-O Mitsuneyama--86-,8-0-K Shimizugawa--43-,2-0-M2 Kiyoenami--54-,1-0-J5 Yahatano-HB-91-,6-0-M1 Tokachiiwa--49-,11-2-M2 Kinkazan--65-,7-1-O Shimizugawa--62-
1962.07,,,,,,,8-0-Y Wakanohana I-HB-14-Futagoyama,,13-0-S Kozuzan--4-,9-0-O Masuiyama I--47-,,,57-7-O Saganohana--60-,,,,,,,,48-5-Y Terukuni--24-,,,,,10-2-M3 Shachinosato--102-,,5-0-M1 Katsuragawa--37-,,,6-0-O Nayoroiwa--32-,5-0-O Matsunobori--71-,55-7-M3 Onoumi--17-,9-1-O Mitsuneyama--86-,8-0-K Shimizugawa--43-,2-0-M2 Kiyoenami--54-,1-0-J5 Yahatano--91-,6-0-M1 Tokachiiwa--49-,10-1-M2 Kinkazan--65-,6-1-O Shimizugawa--62-
1962.09,,,,,,,10-0-Y Wakanohana I--14-Futagoyama,,13-0-S Kozuzan--4-,8-0-O Masuiyama I--47-,,,55-7-O Saganohana--60-,,,,,,,,48-4-Y Terukuni--24-,,,,,12-2-M3 Shachinosato--102-,,5-0-M1 Katsuragawa--37-,,,6-0-O Nayoroiwa--32-,4-0-O Matsunobori--71-,51-7-M3 Onoumi--17-,9-1-O Mitsuneyama--86-,8-0-K Shimizugawa--43-,2-0-M2 Kiyoenami--54-,1-0-J5 Yahatano--91-,6-0-M1 Tokachiiwa--49-,10-1-M2 Kinkazan--65-,6-1-O Shimizugawa--62-
1962.11,,,,,,,11-0-Y Wakanohana I--14-Futagoyama,,13-0-S Kozuzan--4-,7-0-O Masuiyama I--47-,,,51-8-O Saganohana--60-,,,,,,,,46-5-Y Terukuni--24-,,,,,12-2-M3 Shachinosato--102-,,5-0-M1 Katsuragawa--37-,,,6-0-O Nayoroiwa--32-,4-0-O Matsunobori--71-,51-7-M3 Onoumi--17-,10-1-O Mitsuneyama--86-,8-0-K Shimizugawa--43-,-----,1-0-J5 Yahatano--91-,5-0-M1 Tokachiiwa--49-,10-1-M2 Kinkazan--65-,5-1-O Shimizugawa--62-
1963.01,,,,,,,11-0-Y Wakanohana I--14-Futagoyama,,14-1-S Kozuzan--4-,8-0-O Masuiyama I--47-,,,51-8-O Saganohana--60-,,,,,,,,44-5-Y Terukuni--24-,,,,,12-2-M3 Shachinosato--102-,,6-0-M1 Katsuragawa--37-,,,6-0-O Nayoroiwa--32-,4-0-O Matsunobori--71-,48-7-M3 Onoumi--17-,10-1-O Mitsuneyama--86-,6-0-K Shimizugawa--43-,-----,1-0-J5 Yahatano--91-,5-0-M1 Tokachiiwa--49-,10-1-M2 Kinkazan--65-,5-1-O Shimizugawa--62-
1963.03,,,,,,,13-0-Y Wakanohana I--14-Futagoyama,,14-1-S Kozuzan--4-,9-0-O Masuiyama I--47-,,,52-8-O Saganohana--60-,,,,,,,,42-5-Y Terukuni--24-,,,,,12-2-M3 Shachinosato--102-,,5-0-M1 Katsuragawa--37-,,,6-0-O Nayoroiwa--32-,3-0-O Matsunobori--71-,48-7-M3 Onoumi--17-,9-1-O Mitsuneyama--86-,5-0-K Shimizugawa--43-,-----,1-0-J5 Yahatano--91-,4-0-M1 Tokachiiwa--49-,10-1-M2 Kinkazan--65-,5-1-O Shimizugawa--62-
1963.05,,,,,,,16-0-Y Wakanohana I--14-Futagoyama,,14-1-S Futaseyama-HT-4-,9-0-O Masuiyama I--47-,,,55-8-O Saganohana--60-,,,,,,,,42-5-Y Terukuni--24-,,,,,12-2-M3 Shachinosato--102-,,5-0-M1 Katsuragawa--37-,,,6-0-O Nayoroiwa--32-,3-0-O Matsunobori--71-,47-7-M3 Onoumi--17-,11-1-O Mitsuneyama--86-,5-0-K Shimizugawa--43-,2-0-M2 Kiyoenami--54-,1-0-J5 Yahatano--91-,4-0-M1 Tokachiiwa--49-,9-1-M2 Kinkazan--65-,5-1-O Shimizugawa--62-
1963.07,,,,,,,17-0-Y Wakanohana I--14-Futagoyama,,21-1-S Futaseyama--4-,9-0-O Masuiyama I--47-,,,53-8-O Saganohana--60-,,,,,,,,41-6-Y Terukuni--24-,,,,,11-2-M3 Shachinosato--102-,,6-0-M1 Katsuragawa--37-,,,6-0-O Nayoroiwa--32-,2-0-O Matsunobori--71-,46-7-M3 Onoumi--17-,14-1-O Mitsuneyama--86-,5-0-K Shimizugawa--43-,2-0-M2 Kiyoenami--54-,2-0-J5 Yahatano--91-,4-0-M1 Tokachiiwa--49-,10-1-M2 Kinkazan--65-,5-1-O Shimizugawa--62-
1963.09,,,,,,,18-0-Y Wakanohana I--14-Futagoyama,,21-1-S Futaseyama--4-,9-0-O Masuiyama I--47-,,,54-8-O Saganohana--60-,,,,,,,,40-6-Y Terukuni--24-,,,,,11-2-M3 Shachinosato--102-,,6-0-M1 Katsuragawa--37-,,,6-0-O Nayoroiwa--32-,2-0-O Matsunobori--71-,49-8-M3 Onoumi--17-,16-1-O Mitsuneyama--86-,5-0-K Shimizugawa--43-,2-0-M2 Kiyoenami--54-,2-0-J5 Yahatano--91-,3-0-M1 Tokachiiwa--49-,10-1-M2 Kinkazan--65-,5-1-O Shimizugawa--62-
1963.11,,,,,,,19-0-Y Wakanohana I--14-Futagoyama,,19-1-S Futaseyama--4-,9-0-O Masuiyama I--47-,,,53-9-O Saganohana--60-,,,,,,,,37-5-Y Terukuni--24-,,,,,12-2-M3 Shachinosato--102-,,6-0-M1 Katsuragawa--37-,,,5-0-O Nayoroiwa--32-,2-0-O Matsunobori--71-,48-7-M3 Onoumi--17-,18-1-O Mitsuneyama--86-,5-0-K Shimizugawa--43-,2-0-M2 Kiyoenami--54-,2-0-J5 Yahatano--91-,3-0-M1 Tokachiiwa--49-,8-1-M2 Kinkazan--65-,5-1-O Shimizugawa--62-
1964.01,,,,,,,20-0-Y Wakanohana I--14-Futagoyama,,20-1-S Futaseyama--4-,9-0-O Masuiyama I--47-,,,55-9-O Saganohana--60-,,,,,,,,36-7-Y Terukuni--24-,,,,,12-2-M3 Shachinosato--102-,,6-0-M1 Katsuragawa--37-,,,6-0-O Nayoroiwa--32-,2-0-O Matsunobori--71-,47-7-M3 Onoumi--17-,19-1-O Mitsuneyama--86-,5-0-K Shimizugawa--43-,2-0-M2 Kiyoenami--54-,3-0-J5 Yahatano--91-,3-0-M1 Tokachiiwa--49-,8-1-M2 Kinkazan--65-,5-1-O Shimizugawa--62-
1964.03,,,,,,,21-0-Y Wakanohana I--14-Futagoyama,,20-2-S Futaseyama--4-,8-0-O Masuiyama I--47-,,,59-8-O Saganohana--60-,,,,,,,,34-7-Y Terukuni--24-,,,,,12-2-M3 Shachinosato--102-,,6-0-M1 Katsuragawa--37-,,,7-0-O Nayoroiwa--32-,2-0-O Matsunobori--71-,48-7-M3 Onoumi--17-,19-0-O Mitsuneyama--86-,5-0-K Shimizugawa--43-,2-0-M2 Kiyoenami--54-,3-0-J5 Yahatano--91-,3-0-M1 Tokachiiwa--49-,8-1-M2 Kinkazan--65-,5-1-O Shimizugawa--62-
1964.05,,,,,,,24-0-Y Wakanohana I--14-Futagoyama,,20-2-S Futaseyama--4-,10-0-O Masuiyama I--47-,,,60-7-O Saganohana--60-,,,,,,,,39-7-Y Terukuni--24-,,,,,12-3-M3 Shachinosato--102-,,6-0-M1 Katsuragawa--37-,,,7-0-O Nayoroiwa--32-,2-0-O Matsunobori--71-,47-7-M3 Onoumi--17-,21-0-O Mitsuneyama--86-,5-0-K Shimizugawa--43-,3-0-M2 Kiyoenami--54-,3-0-J5 Yahatano--91-,3-0-M1 Tokachiiwa--49-,8-1-M2 Kinkazan--65-,5-1-O Shimizugawa--62-
1964.07,,,,,,,27-0-Y Wakanohana I--14-Futagoyama,,21-2-S Futaseyama--4-,10-0-O Masuiyama I--47-,,,59-7-O Saganohana--60-,,,,,,,,38-7-Y Terukuni--24-,,,,,11-3-M3 Shachinosato--102-,,6-0-M1 Katsuragawa--37-,,,7-0-O Nayoroiwa--32-,3-0-O Matsunobori--71-,48-7-M3 Onoumi--17-,21-0-O Mitsuneyama--86-,4-0-K Shimizugawa--43-,4-0-M2 Kiyoenami--54-,3-0-J5 Yahatano--91-,3-0-M1 Tokachiiwa--49-,8-1-M2 Kinkazan--65-,5-1-O Shimizugawa--62-
1964.09,,,,,,,29-0-Y Wakanohana I--14-Futagoyama,,22-2-S Futaseyama--4-,10-0-O Masuiyama I--47-,,,58-7-O Saganohana--60-,,,,,,,,39-7-Y Terukuni--24-,,,,,11-3-M3 Shachinosato--102-,,5-0-M1 Katsuragawa--37-,,,7-0-O Nayoroiwa--32-,3-0-O Matsunobori--71-,48-7-M3 Onoumi--17-,22-0-O Mitsuneyama--86-,4-0-K Shimizugawa--43-,4-0-M2 Kiyoenami--54-,3-0-J5 Yahatano--91-,3-0-M1 Tokachiiwa-HS-49-,8-2-M2 Kinkazan--65-,5-1-O Shimizugawa--62-
1964.11,,,,,,,32-1-Y Wakanohana I--14-Futagoyama,,23-1-S Futaseyama--4-,11-0-O Masuiyama I--47-,,,59-7-O Saganohana--60-,,,,,,,,38-7-Y Terukuni--24-,,,,,11-3-M3 Shachinosato--102-,,5-0-M1 Katsuragawa--37-,,,7-0-O Nayoroiwa--32-,3-0-O Matsunobori--71-,47-7-M3 Onoumi--17-,22-0-O Mitsuneyama--86-,5-0-K Shimizugawa--43-,5-0-M2 Kiyoenami--54-,3-0-J5 Yahatano--91-,,8-2-M2 Kinkazan-HS-65-,5-1-O Shimizugawa-HS-62-
1965.01,,,,,,,34-0-Y Wakanohana I--14-Futagoyama,,24-2-S Futaseyama--4-,11-0-O Masuiyama I--47-,,,59-7-O Saganohana--60-,,,,,,,,40-6-Y Terukuni--24-,,,,,11-2-M3 Shachinosato--102-,,5-0-M1 Katsuragawa--37-,,,7-0-O Nayoroiwa--32-,3-0-O Matsunobori--71-,48-7-M3 Onoumi--17-,22-0-O Mitsuneyama--86-,5-0-K Shimizugawa--43-,5-0-M2 Kiyoenami--54-,3-0-J5 Yahatano--91-,,,
