Basho,Oguruma,Kagamiyama,Azumazeki,Minezaki,Nakagawa,Izutsu,Takanohana,Kasugayama,Asahiyama,Mihogaseki,Magaki,Hanaregoma,Nishonoseki,Nakamura,Hanakago,Oshima,Tagonoura,Takashima,Kiriyama,Araiso,Isegahama,Hatachiyama,Oshiogawa,Takekuma,Kabutoyama,Wakamatsu,Tatsutagawa,Kise,Kumagatani,Onaruto,Kasugayama,Oyama,Hanakago,Takashima,Magaki,Nakagawa,Tanigawa,Minatogawa,Onogawa,Oitekaze
1973.09,,15-0-Y Kashiwado--30-,,,,11-1-S Tsurugamine--35-Kimigahama,31-6-Y Wakanohana I--14-Futagoyama,,15-5-S Futaseyama--4-,15-4-O Masuiyama I--47-,,,36-3-O Saganohana--60-,,,,,,,,41-2-Y Terukuni--24-,,,,,6-1-M3 Shachinosato--102-,9-0-Y Kagamisato--95-,7-0-M9 Kiyonomori--37-,,,7-0-M1 Onobori--32-,6-0-O Matsunobori--71-,33-5-M3 Onoumi--17-,14-1-O Mitsuneyama--86-,2-0-K Shimizugawa--43-,,,,,
1973.11,,15-0-Y Kashiwado--30-,,,,11-1-S Tsurugamine--35-Kimigahama,32-6-Y Wakanohana I--14-Futagoyama,,15-4-S Futaseyama--4-,15-4-O Masuiyama I--47-,,,35-3-O Saganohana--60-,,,,,,,,36-2-Y Terukuni--24-,,,,,6-1-M3 Shachinosato--102-,9-0-Y Kagamisato--95-,7-0-M9 Kiyonomori--37-,,,6-0-M1 Onobori--32-,5-0-O Matsunobori--71-,33-5-M3 Onoumi--17-,14-1-O Mitsuneyama--86-,2-0-K Shimizugawa--43-,,,,,
1974.01,,14-0-Y Kashiwado--30-,,,,11-1-S Tsurugamine--35-Kimigahama,32-6-Y Wakanohana I--14-Futagoyama,,15-4-S Futaseyama--4-,16-4-O Masuiyama I--47-,,,34-5-O Saganohana--60-,,,,,,,,36-2-Y Terukuni--24-,,,,,6-1-M3 Shachinosato--102-,10-0-Y Kagamisato--95-,7-0-M9 Kiyonomori--37-,,,6-0-M1 Onobori--32-,5-0-O Matsunobori--71-,35-5-M3 Onoumi--17-,12-1-O Mitsuneyama--86-,2-0-K Shimizugawa--43-,,,,,
1974.03,,16-0-Y Kashiwado--30-,,,,11-1-S Tsurugamine--35-Kimigahama,34-6-Y Wakanohana I--14-Futagoyama,,14-4-S Futaseyama--4-,20-4-O Masuiyama I--47-,,,37-6-O Saganohana--60-,,,,,,,,32-1-Y Terukuni--24-,,,,,6-1-M3 Shachinosato--102-,11-0-Y Kagamisato--95-,7-0-M9 Kiyonomori--37-,,,6-0-M1 Onobori--32-,6-0-O Matsunobori--71-,37-5-M3 Onoumi--17-,12-1-O Mitsuneyama--86-,2-0-K Shimizugawa--43-,,,,,
1974.05,,15-0-Y Kashiwado--30-,,,,12-1-S Tsurugamine--35-Kimigahama,34-6-Y Wakanohana I--14-Futagoyama,,14-4-S Futaseyama--4-,19-4-O Masuiyama I--47-,,,38-6-O Saganohana--60-,,,,,,,,33-1-Y Terukuni--24-,,,,,6-1-M3 Shachinosato--102-,12-0-Y Kagamisato--95-,7-1-M9 Kiyonomori--37-,,,6-0-M1 Onobori--32-,6-0-O Matsunobori--71-,36-6-M3 Onoumi--17-,11-2-O Mitsuneyama--86-,2-0-K Shimizugawa--43-,,,,,
1974.07,,15-0-Y Kashiwado--30-,,,,11-1-S Tsurugamine--35-Kimigahama,34-5-Y Wakanohana I--14-Futagoyama,,13-4-S Futaseyama--4-,19-5-O Masuiyama I--47-,,,38-6-O Saganohana--60-,,,,,,,,32-1-Y Terukuni--24-,,,,,6-1-M3 Shachinosato--102-,13-0-Y Kagamisato--95-,7-1-M9 Kiyonomori--37-,,,6-0-M1 Onobori--32-,6-1-O Matsunobori--71-,37-6-M3 Onoumi--17-,11-2-O Mitsuneyama--86-,2-0-K Shimizugawa--43-,,,,,
1974.09,,15-0-Y Kashiwado--30-,,,,13-1-S Tsurugamine--35-Kimigahama,34-5-Y Wakanohana I--14-Futagoyama,,13-4-S Futaseyama--4-,20-5-O Masuiyama I--47-,,,38-6-O Saganohana--60-,,,,,,,,34-1-Y Terukuni--24-,,,,,6-1-M3 Shachinosato--102-,13-0-Y Kagamisato--95-,7-1-M9 Kiyonomori--37-,,,6-0-M1 Onobori--32-,6-0-O Matsunobori--71-,36-6-M3 Onoumi--17-,11-2-O Mitsuneyama--86-,2-0-K Shimizugawa--43-,,,,,
1974.11,,13-0-Y Kashiwado--30-,,,,13-1-S Tsurugamine--35-Kimigahama,33-7-Y Wakanohana I--14-Futagoyama,,16-4-S Futaseyama--4-,21-5-O Masuiyama I--47-,,,38-6-O Saganohana--60-,,,,,,,,32-1-Y Terukuni--24-,,,,,6-1-M3 Shachinosato--102-,13-0-Y Kagamisato--95-,7-1-M9 Kiyonomori--37-,,,6-0-M1 Onobori--32-,5-0-O Matsunobori--71-,35-5-M3 Onoumi--17-,10-2-O Mitsuneyama--86-,2-0-K Shimizugawa--43-,,,,,
1975.01,,13-0-Y Kashiwado--30-,,,,13-1-S Tsurugamine--35-Kimigahama,33-6-Y Wakanohana I--14-Futagoyama,,17-4-S Futaseyama--4-,20-5-O Masuiyama I--47-,,,37-5-O Saganohana--60-,,,,,,,,33-1-Y Terukuni--24-,,,,,7-1-M3 Shachinosato--102-,13-0-Y Kagamisato--95-,7-1-M9 Kiyonomori--37-,,,6-0-M1 Onobori--32-,4-0-O Matsunobori--71-,39-6-M3 Onoumi--17-,10-2-O Mitsuneyama--86-,2-0-K Shimizugawa-HS-43-,,,,,
1975.03,,13-0-Y Kashiwado--30-,,,,17-2-S Tsurugamine--35-Kimigahama,35-6-Y Wakanohana I--14-Futagoyama,,17-3-S Futaseyama--4-,24-5-O Masuiyama I--47-,,,40-5-O Saganohana--60-,,,,,,,,35-1-Y Terukuni--24-,,,,,8-1-M3 Shachinosato--102-,12-0-Y Kagamisato--95-,9-1-M9 Kiyonomori--37-,,,6-0-M1 Onobori--32-,4-0-O Matsunobori--71-,39-7-M3 Onoumi--17-,10-2-O Mitsuneyama--86-,,,,,,
1975.05,,13-0-Y Kashiwado--30-,,,,17-1-S Tsurugamine--35-Kimigahama,35-6-Y Wakanohana I--14-Futagoyama,,16-2-S Futaseyama--4-,24-5-O Masuiyama I--47-,,,40-4-M1 Tokachiiwa-HT-60-,,,,,,,,34-1-Y Terukuni--24-,,,,,8-1-M3 Shachinosato--102-,13-0-Y Kagamisato--95-,9-1-M9 Kiyonomori--37-,,,7-0-M1 Onobori--32-,4-0-O Matsunobori--71-,38-5-M3 Onoumi--17-,10-2-O Mitsuneyama--86-,,,,,,
1975.07,,12-2-Y Kashiwado--30-,,,,16-1-S Tsurugamine--35-Kimigahama,34-7-Y Wakanohana I--14-Futagoyama,,16-2-S Futaseyama--4-,25-5-O Masuiyama I--47-,,,36-4-M1 Tokachiiwa--60-,,,,,,,,33-1-Y Terukuni--24-,,,,,8-1-M3 Shachinosato--102-,13-0-Y Kagamisato--95-,9-1-M9 Kiyonomori--37-,,,8-0-M1 Onobori--32-,4-0-O Matsunobori--71-,36-7-M3 Onoumi--17-,10-2-O Mitsuneyama--86-,,,,,,
1975.09,,12-2-Y Kashiwado--30-,,,,16-1-S Tsurugamine--35-Kimigahama,34-7-Y Wakanohana I--14-Futagoyama,,17-2-S Futaseyama--4-,25-5-O Masuiyama I--47-,,,35-4-M1 Tokachiiwa--60-,,,,,,,,33-0-Y Terukuni--24-,,,,,8-1-M3 Shachinosato--102-,13-0-Y Kagamisato--95-,9-1-M9 Kiyonomori--37-,,,8-0-M1 Onobori--32-,4-0-O Matsunobori--71-,35-6-M3 Onoumi--17-,10-1-O Mitsuneyama--86-,,,,,,
1975.11,,14-2-Y Kashiwado--30-,,,,15-1-S Tsurugamine--35-Kimigahama,33-6-Y Wakanohana I--14-Futagoyama,,14-2-K Wakafutase-HT-4-,24-5-O Masuiyama I--47-,,,28-3-M1 Tokachiiwa--60-,,,,,,,,30-0-Y Terukuni--24-,,6-1-O Daikirin-HB-68-,,,8-1-M3 Shachinosato--102-,13-0-Y Kagamisato--95-,9-1-M9 Kiyonomori--37-,,2-0-S Kotetsuyama-HB-63-,8-0-M1 Onobori--32-,4-1-O Matsunobori--71-,32-6-M3 Onoumi--17-,10-1-O Mitsuneyama--86-,,,,,,
1976.01,,14-2-Y Kashiwado--30-,,,,16-1-S Tsurugamine--35-Kimigahama,33-6-Y Wakanohana I--14-Futagoyama,,14-2-K Wakafutase--4-,24-5-O Masuiyama I--47-,,,28-3-M1 Tokachiiwa--60-,,,,,,,,30-0-Y Terukuni--24-,,7-1-O Daikirin--68-,,,8-1-M3 Shachinosato--102-,13-0-Y Kagamisato--95-,9-1-M9 Kiyonomori--37-,,2-0-S Kotetsuyama--63-,7-0-M1 Onobori--32-,4-1-O Matsunobori--71-,33-6-M3 Onoumi--17-,10-1-O Mitsuneyama--86-,,,,,,
1976.03,,14-2-Y Kashiwado--30-,,,,18-1-S Tsurugamine--35-Kimigahama,36-6-Y Wakanohana I--14-Futagoyama,,14-2-K Wakafutase--4-,25-4-O Masuiyama I--47-,,,29-3-M1 Tokachiiwa--60-,,,,,,,,28-0-Y Terukuni--24-,,9-2-O Daikirin--68-,,,8-1-M3 Shachinosato--102-,16-0-Y Kagamisato--95-,9-1-M9 Kiyonomori--37-,,5-0-S Kotetsuyama--63-,7-0-M1 Onobori--32-,6-1-O Matsunobori--71-,32-6-M3 Onoumi--17-,10-1-O Mitsuneyama--86-,,,,,,
1976.05,,13-2-Y Kashiwado--30-,,,,18-1-S Tsurugamine--35-Kimigahama,36-6-Y Wakanohana I--14-Futagoyama,,14-2-K Wakafutase--4-,25-4-O Masuiyama I--47-,,,28-3-M1 Tokachiiwa--60-,,,,,,,,27-1-Y Terukuni--24-,,10-1-O Daikirin--68-,,,8-1-M3 Shachinosato--102-,16-0-Y Kagamisato--95-,9-1-M9 Kiyonomori--37-,,5-0-S Kotetsuyama--63-,8-0-M1 Onobori--32-,6-1-O Matsunobori--71-,32-6-M3 Onoumi--17-,10-1-O Mitsuneyama--86-,,,,,,
1976.07,,12-2-Y Kashiwado--30-,,,,17-1-S Tsurugamine--35-Kimigahama,38-6-Y Wakanohana I--14-Futagoyama,,14-2-K Wakafutase--4-,24-4-O Masuiyama I--47-,,,25-3-M1 Tokachiiwa--60-,,,,,,,,27-1-Y Terukuni--24-,,10-1-O Daikirin--68-,,,7-1-M3 Shachinosato--102-,16-0-Y Kagamisato--95-,7-1-M9 Kiyonomori--37-,,4-0-S Kotetsuyama--63-,7-0-M1 Onobori--32-,6-1-O Matsunobori--71-,30-6-M3 Onoumi--17-,10-1-O Mitsuneyama--86-,,,,,,
1976.09,,11-2-Y Kashiwado--30-,,,,17-1-S Tsurugamine--35-Kimigahama,37-6-Y Wakanohana I--14-Futagoyama,,14-1-K Wakafutase--4-,24-4-O Masuiyama I--47-,,,24-3-S Kongo-HT-60-,,,,,,,,27-2-Y Terukuni--24-,,11-1-O Daikirin--68-,,,7-1-M3 Shachinosato--102-,16-0-Y Kagamisato--95-,7-1-M9 Kiyonomori--37-,,4-0-S Kotetsuyama--63-,7-0-M1 Onobori--32-,5-1-O Matsunobori--71-,30-7-M3 Onoumi--17-,9-1-O Mitsuneyama--86-,,,,,,
1976.11,,11-1-Y Kashiwado--30-,,,,17-1-S Tsurugamine--35-Kimigahama,37-6-Y Wakanohana I--14-Futagoyama,,8-1-K Wakafutase--4-,23-4-O Masuiyama I--47-,,,22-1-S Kongo--60-,,,,,,,,26-1-Y Terukuni--24-,,11-1-O Daikirin--68-,,,7-1-M3 Shachinosato--102-,16-0-Y Kagamisato--95-,6-1-M9 Kiyonomori--37-,,3-0-S Kotetsuyama--63-,7-0-M1 Onobori--32-,5-1-O Matsunobori--71-,30-7-M3 Onoumi--17-,9-1-O Mitsuneyama--86-,,,,,,
1977.01,,10-1-Y Kashiwado--30-,,,,17-1-S Tsurugamine--35-Kimigahama,38-6-Y Wakanohana I--14-Futagoyama,,7-1-K Wakafutase--4-,23-4-O Masuiyama I--47-,,,20-1-S Kongo--60-,,,,,,,,26-1-Y Terukuni--24-,,11-1-O Daikirin--68-,,,7-1-M3 Shachinosato--102-,16-0-Y Kagamisato--95-,6-1-M9 Kiyonomori--37-,,3-0-S Kotetsuyama--63-,7-0-M1 Onobori--32-,5-1-O Matsunobori--71-,35-8-M3 Onoumi--17-,9-1-O Mitsuneyama--86-,,,,,,
1977.03,,12-1-Y Kashiwado--30-,,,,20-0-S Tsurugamine--35-Kimigahama,40-6-Y Wakanohana I--14-Futagoyama,,8-1-K Wakafutase--4-,23-4-O Masuiyama I--47-,,,20-1-S Kongo--60-,,,,,,,,26-2-Y Terukuni--24-,,18-1-O Daikirin--68-,,,8-1-M3 Shachinosato--102-,16-0-Y Kagamisato--95-,6-1-M9 Kiyonomori--37-,,4-0-S Kotetsuyama--63-,8-0-M1 Onobori--32-,6-1-O Matsunobori--71-,32-8-M3 Onoumi--17-,12-1-O Mitsuneyama--86-,,,,,,
1977.05,,11-1-Y Kashiwado--30-,,,,22-0-S Tsurugamine--35-Kimigahama,39-6-Y Wakanohana I--14-Futagoyama,,8-1-K Wakafutase--4-,25-4-O Masuiyama I--47-,,,20-1-S Kongo--60-,,,,,,,,27-2-O Kiyokuni-HT-24-,,19-1-O Daikirin--68-,,,8-1-M3 Shachinosato--102-,16-0-Y Kagamisato--95-,6-1-M9 Kiyonomori--37-,,5-0-S Kotetsuyama--63-,8-0-M1 Onobori--32-,6-1-O Matsunobori--71-,32-8-M3 Onoumi--17-,12-1-O Mitsuneyama--86-,,,,,,
1977.07,,11-2-Y Kashiwado--30-,,,,21-0-S Tsurugamine--35-Kimigahama,38-6-Y Wakanohana I--14-Futagoyama,,7-1-K Wakafutase--4-,25-4-O Masuiyama I--47-,,,18-1-S Kongo--60-,,,,,,,,27-2-O Kiyokuni--24-,,18-1-O Daikirin--68-,,,8-1-M3 Shachinosato--102-,14-0-Y Kagamisato--95-,6-1-M9 Kiyonomori--37-,,5-0-S Kotetsuyama--63-,8-0-M1 Onobori--32-,7-1-O Matsunobori--71-,30-7-M3 Onoumi--17-,10-0-O Mitsuneyama--86-,,,,,,
1977.09,,10-2-Y Kashiwado--30-,,,,21-0-S Tsurugamine--35-Kimigahama,38-6-Y Wakanohana I--14-Futagoyama,,7-1-K Wakafutase--4-,25-4-O Masuiyama I--47-,,,18-1-S Kongo--60-,,,,,,,,27-1-O Kiyokuni--24-,,19-1-O Daikirin--68-,,,8-1-M3 Shachinosato--102-,14-0-Y Kagamisato--95-,6-1-M9 Kiyonomori--37-,,5-0-S Kotetsuyama--63-,8-0-M1 Onobori--32-,7-1-O Matsunobori--71-,28-7-M3 Onoumi--17-,10-0-O Mitsuneyama--86-,,,,,,
1977.11,,11-2-Y Kashiwado--30-,,,,20-0-S Tsurugamine--35-Kimigahama,37-6-Y Wakanohana I--14-Futagoyama,,7-1-K Wakafutase--4-,24-4-O Masuiyama I--47-,,,17-1-S Kongo--60-,,,,,,,,28-1-O Kiyokuni--24-,,19-1-O Daikirin--68-,,,8-1-M3 Shachinosato--102-,13-0-Y Kagamisato--95-,6-1-M9 Kiyonomori--37-,,4-0-S Kotetsuyama--63-,8-0-M1 Onobori--32-,7-1-O Matsunobori--71-,28-5-M3 Onoumi--17-,9-0-O Mitsuneyama--86-,,,,,,
1978.01,,11-2-Y Kashiwado--30-,,,,21-0-S Tsurugamine--27-,35-6-Y Wakanohana I--14-Futagoyama,,7-1-K Wakafutase--4-,24-4-O Masuiyama I--47-,,,18-1-S Kongo--60-,,,,,,,,28-2-O Kiyokuni--24-,,18-1-O Daikirin--68-,,,8-1-M3 Shachinosato--102-,13-0-Y Kagamisato--95-,6-1-M9 Kiyonomori--37-,,3-0-S Kotetsuyama--63-,8-0-M1 Onobori--32-,7-1-O Matsunobori--71-,28-5-M3 Onoumi--17-,9-0-O Mitsuneyama--86-,,,,,,
1978.03,,12-2-Y Kashiwado--30-,,,,21-0-S Tsurugamine--27-,36-7-Y Wakanohana I--14-Futagoyama,,8-0-K Wakafutase--4-,25-4-O Masuiyama I--47-,,,18-1-S Kongo--60-,,,,,,,,31-1-O Kiyokuni--24-,,28-1-O Daikirin--68-,,,7-0-M3 Shachinosato--102-,14-0-Y Kagamisato--95-,9-1-M9 Kiyonomori--37-,,5-0-S Kotetsuyama--63-,8-0-M1 Onobori--32-,6-1-O Matsunobori--71-,29-6-M3 Onoumi--17-,8-0-O Mitsuneyama--86-,,,,,,
1978.05,,12-1-Y Kashiwado--30-,,,,22-0-S Tsurugamine--27-,36-7-Y Wakanohana I--14-Futagoyama,,9-1-K Wakafutase--4-,24-4-O Masuiyama I--47-,,,18-2-S Kongo--60-,,,,,,,,30-1-O Kiyokuni--24-,,27-1-O Daikirin--68-,,,7-0-M3 Shachinosato--102-,14-0-Y Kagamisato--95-,9-1-M9 Kiyonomori--37-,,7-0-S Kotetsuyama--63-,8-0-M1 Onobori--32-,6-1-O Matsunobori--71-,31-5-M3 Onoumi--17-,8-0-O Mitsuneyama--86-,,,,,,
1978.07,,12-1-Y Kashiwado--30-,,,,22-0-S Tsurugamine--27-,35-7-Y Wakanohana I--14-Futagoyama,,8-0-K Wakafutase--4-,23-4-O Masuiyama I--47-,,,17-2-S Kongo--60-,,,,,,,,30-1-O Kiyokuni--24-,,28-1-O Daikirin--68-,,,7-0-M3 Shachinosato--102-,15-0-Y Kagamisato--95-,9-1-M9 Kiyonomori--37-,1-0-M8 Yoshinomine-HB-41-,7-0-S Kotetsuyama--63-,7-0-M1 Onobori--32-,6-1-O Matsunobori--71-,31-5-M3 Onoumi--17-,8-0-O Mitsuneyama--86-,,,,,,
1978.09,,12-1-Y Kashiwado--30-,,,,22-0-S Tsurugamine--27-,35-6-Y Wakanohana I--14-Futagoyama,,8-0-K Wakafutase--4-,22-4-O Masuiyama I--47-,,,17-2-S Kongo--60-,,,,,,,,31-1-O Kiyokuni--24-,,28-1-O Daikirin--68-,,,7-0-M3 Shachinosato--102-,16-0-Y Kagamisato--95-,9-1-M9 Kiyonomori--37-,1-0-M8 Yoshinomine--41-,8-0-S Kotetsuyama--63-,7-0-M1 Onobori--32-,6-0-O Matsunobori--71-,29-5-M3 Onoumi--17-,8-0-O Mitsuneyama--86-,,,,,,
1978.11,,12-1-Y Kashiwado--30-,,,,22-0-S Tsurugamine--27-,32-7-Y Wakanohana I--14-Futagoyama,,8-0-K Wakafutase--4-,22-4-O Masuiyama I--47-,,,17-2-S Kongo--60-,,,,,,,,25-3-O Kiyokuni--24-,,28-1-O Daikirin--68-,,,7-0-M3 Shachinosato--102-,14-0-Y Kagamisato--95-,8-1-M9 Kiyonomori--37-,1-0-M8 Yoshinomine--41-,8-0-S Kotetsuyama--63-,7-0-M1 Onobori--32-,6-0-O Matsunobori--71-,29-5-M3 Onoumi--17-,8-0-O Mitsuneyama--86-,,,,,,
1979.01,,10-1-Y Kashiwado--30-,,,,21-0-S Tsurugamine--27-,33-6-Y Wakanohana I--14-Futagoyama,,7-0-K Wakafutase--4-,22-5-O Masuiyama I--47-,,,17-2-S Kongo--60-,,,,,,,,25-3-O Kiyokuni--24-,,28-1-O Daikirin--68-,,,8-0-M3 Shachinosato--102-,14-0-Y Kagamisato--95-,8-1-M9 Kiyonomori--37-,1-0-M8 Yoshinomine--41-,8-0-S Kotetsuyama--63-,7-0-M1 Onobori--32-,6-0-O Matsunobori--71-,34-4-M3 Onoumi--17-,8-0-O Mitsuneyama--86-,,,,,,
1979.03,,16-1-Y Kashiwado--30-,,,,19-0-S Tsurugamine--27-,46-6-Y Wakanohana I--14-Futagoyama,,8-0-K Wakafutase--4-,26-5-O Masuiyama I--47-,,,18-3-S Kongo--60-,,,,,,,,32-3-O Kiyokuni--24-,,31-1-O Daikirin--68-,,,9-0-M3 Shachinosato--102-,14-0-Y Kagamisato--95-,8-1-M9 Kiyonomori--37-,3-0-M8 Yoshinomine--41-,12-0-S Kotetsuyama--63-,7-0-M1 Onobori--32-,8-0-O Matsunobori--71-,33-4-M3 Onoumi--17-,8-0-O Mitsuneyama--86-,,,,,,
1979.05,,16-2-Y Kashiwado--30-,,,,20-0-S Tsurugamine--27-,47-6-Y Wakanohana I--14-Futagoyama,,9-0-K Wakafutase--4-,26-5-O Masuiyama I--47-,,,18-2-S Kongo--60-,,,,,,,,33-3-O Kiyokuni--24-,,30-1-O Daikirin--68-,,,9-0-M3 Shachinosato--102-,14-0-Y Kagamisato--95-,9-1-M9 Kiyonomori--37-,4-0-M8 Yoshinomine--41-,12-0-S Kotetsuyama--63-,7-0-M1 Onobori--32-,8-0-O Matsunobori--71-,33-4-M3 Onoumi--17-,8-0-O Mitsuneyama--86-,,,,,,
1979.07,,17-2-Y Kashiwado--30-,,,,21-0-S Tsurugamine--27-,45-7-Y Wakanohana I--14-Futagoyama,,9-0-K Wakafutase--4-,26-4-O Masuiyama I--47-,,,18-2-S Kongo--60-,,,,,,,,34-3-O Kiyokuni--24-,,29-1-O Daikirin--68-,,,7-0-M3 Shachinosato--102-,15-0-Y Kagamisato--95-,9-1-M9 Kiyonomori--37-,5-0-M8 Yoshinomine--41-,14-0-S Kotetsuyama--63-,7-0-M1 Onobori--32-,8-1-O Matsunobori--71-,33-4-M3 Onoumi--17-,7-0-O Mitsuneyama--86-,,,,,,
1979.09,,17-2-Y Kashiwado--30-,,,,20-0-S Tsurugamine--27-,45-7-Y Wakanohana I--14-Futagoyama,,8-0-K Wakafutase--4-,26-4-O Masuiyama I--47-,,,18-2-S Kongo--60-,,,,,,,,33-2-O Kiyokuni--24-,,29-1-O Daikirin--68-,,,7-0-S Fusanishiki-HT-102-,15-0-Y Kagamisato--95-,9-1-M9 Kiyonomori--37-,5-0-M8 Yoshinomine--41-,14-1-S Kotetsuyama--63-,7-0-M1 Onobori--32-,8-1-O Matsunobori--71-,32-4-M3 Onoumi--17-,7-0-O Mitsuneyama--86-,,,,,,
1979.11,,17-2-Y Kashiwado--30-,,,,21-0-S Tsurugamine--27-,40-7-Y Wakanohana I--14-Futagoyama,,8-0-K Wakafutase--4-,24-4-O Masuiyama I--47-,,,16-2-S Kongo--60-,,,,,,,,30-2-O Kiyokuni--24-,,30-1-O Daikirin--68-,,,5-0-S Fusanishiki--102-,13-0-Y Kagamisato--95-,8-1-M9 Kiyonomori--37-,5-0-M8 Yoshinomine--41-,13-1-S Kotetsuyama--63-,5-0-M1 Onobori--32-,8-1-O Matsunobori--71-,34-4-M3 Onoumi--17-,7-0-O Mitsuneyama--86-,,,,,,
1980.01,,16-2-Y Kashiwado--30-,,,,20-0-S Tsurugamine--27-,41-8-Y Wakanohana I--14-Futagoyama,,7-0-K Wakafutase--4-,23-3-O Masuiyama I--47-,,,15-4-S Kongo--60-,,,,,,,,29-2-O Kiyokuni--24-,,32-1-O Daikirin--68-,,,5-0-S Fusanishiki--102-,12-0-Y Kagamisato--95-,8-1-M9 Kiyonomori--37-,5-0-M8 Yoshinomine--41-,14-1-S Kotetsuyama--63-,5-0-M1 Onobori--32-,8-1-O Matsunobori--71-,41-4-M3 Onoumi--17-,7-0-O Mitsuneyama--86-,,,,,,
1980.03,,19-2-Y Kashiwado--30-,,,,21-0-S Tsurugamine--27-,48-9-Y Wakanohana I--14-Futagoyama,,8-0-K Wakafutase--4-,25-3-O Masuiyama I--47-,,,18-2-S Kongo--60-,,,9-0-O Asahikuni-HB-67-,,,,,34-3-O Kiyokuni--24-,,37-1-O Daikirin--68-,,,5-0-S Fusanishiki--102-,11-0-Y Kagamisato--95-,9-1-M9 Kiyonomori--37-,5-0-M8 Yoshinomine--41-,15-1-S Kotetsuyama--63-,5-0-M1 Onobori--32-,9-1-O Matsunobori--71-,42-4-M3 Onoumi--17-,7-0-O Mitsuneyama--86-,,,,,,
1980.05,,20-2-Y Kashiwado--30-,,,,21-0-S Tsurugamine--27-,51-9-Y Wakanohana I--14-Futagoyama,,8-0-K Wakafutase--4-,24-4-O Masuiyama I--47-,,,17-2-S Kongo--60-,,,11-0-O Asahikuni--67-,,,,,34-3-O Kiyokuni--24-,,38-1-O Daikirin--68-,,,5-0-S Fusanishiki--102-,11-0-Y Kagamisato--95-,10-1-M9 Kiyonomori--37-,5-0-M8 Yoshinomine--41-,15-1-S Kotetsuyama--63-,5-0-M1 Onobori--32-,9-1-O Matsunobori--71-,41-4-M3 Onoumi--17-,7-0-O Mitsuneyama--86-,,,,,,
1980.07,,21-2-Y Kashiwado--30-,,,,20-0-S Tsurugamine--27-,49-9-Y Wakanohana I--14-Futagoyama,,7-0-K Wakafutase--4-,25-5-O Masuiyama I--47-,,,17-2-S Kongo--60-,,,15-0-O Asahikuni--67-,,,,,34-2-O Kiyokuni--24-,,35-1-O Daikirin--68-,,,5-0-S Fusanishiki--102-,10-0-Y Kagamisato--95-,10-1-M9 Kiyonomori--37-,6-0-M8 Yoshinomine--41-,15-1-S Kotetsuyama--63-,5-0-M1 Onobori--32-,8-1-O Matsunobori--71-,40-4-M3 Onoumi--17-,6-0-O Mitsuneyama--86-,,,,,,
1980.09,,21-2-Y Kashiwado--30-,,,,19-0-S Tsurugamine--27-,51-9-Y Wakanohana I--14-Futagoyama,,7-0-K Wakafutase--4-,23-5-O Masuiyama I--47-,,,14-2-S Kongo--60-,,,17-0-O Asahikuni--67-,,,,,32-4-O Kiyokuni--24-,,35-1-O Daikirin--68-,,,5-0-S Fusanishiki--102-,9-0-Y Kagamisato--95-,10-1-M9 Kiyonomori--37-,6-0-M8 Yoshinomine--41-,15-1-S Kotetsuyama--63-,6-0-M1 Onobori--32-,8-1-O Matsunobori--71-,40-4-M3 Onoumi--17-,6-0-O Mitsuneyama--86-,,,,,,
1980.11,,21-2-Y Kashiwado--30-,,,,19-0-S Tsurugamine--27-,49-8-Y Wakanohana I--14-Futagoyama,,9-0-K Wakafutase--4-,22-5-O Masuiyama I--47-,,,14-2-S Kongo--60-,,,15-0-O Asahikuni--67-,,,,,33-3-O Kiyokuni--24-,,35-1-O Daikirin--68-,,,2-0-S Fusanishiki--102-,9-0-Y Kagamisato--95-,9-1-M9 Kiyonomori--37-,6-0-M8 Yoshinomine--41-,16-1-S Kotetsuyama--63-,5-0-M1 Onobori--32-,8-1-O Matsunobori--71-,40-4-M3 Onoumi--17-,5-0-O Mitsuneyama--86-,,,,,,
1981.01,,21-3-Y Kashiwado--30-,,,,18-0-S Tsurugamine--27-,47-9-Y Wakanohana I--14-Futagoyama,,9-0-K Wakafutase--4-,22-5-O Masuiyama I--47-,,,15-2-S Kongo--60-,,,15-0-O Asahikuni--67-,,,,,33-3-O Kiyokuni--24-,,35-2-O Daikirin--68-,,,3-0-S Fusanishiki--102-,9-0-Y Kagamisato--95-,9-1-M9 Kiyonomori--37-,5-0-M8 Yoshinomine--41-,16-1-S Kotetsuyama--63-,5-0-M1 Onobori--32-,7-1-O Matsunobori--71-,31-4-M3 Onoumi--17-,5-0-O Mitsuneyama--86-,,,,,,
1981.03,,21-2-Y Kashiwado--30-,,,,21-0-S Tsurugamine--27-,52-8-Y Wakanohana I--14-Futagoyama,,10-0-K Wakafutase--4-,26-5-O Masuiyama I--47-,,13-0-O Kaiketsu-HB-18-,16-2-S Kongo--60-,,,21-0-O Asahikuni--67-,,,,,38-2-O Kiyokuni--24-,,36-1-O Daikirin--68-,,,5-0-S Fusanishiki--102-,9-0-Y Kagamisato--95-,9-1-M9 Kiyonomori--37-,7-0-M8 Yoshinomine--41-,17-1-S Kotetsuyama--63-,13-0-M1 Onobori--32-,7-1-O Matsunobori--71-,29-3-Y Wajima-HT-17-,5-0-O Mitsuneyama--86-,,,,,,
